ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-02-06,42,78701,552,Employed,Associate,18,18326,60,1,1,Rent,482,0.1880053011286133,6,1,0.0713019781228963,0,Home,0,25,19,463,1585,170720,30154,6558.416666666667,0.706246374378828,7,140566,0.247326,0.2189123509215851,505.01155031559216,0.1504954016313275,1,36.0
2018-02-08,24,57231,508,Unemployed,Associate,0,35876,48,1,4,Rent,370,0.572203517627025,3,0,0.1347406133958152,0,Auto,0,20,21,7737,242,214229,73682,4769.25,0.5089668709503604,8,140547,0.276876,0.2304681982164745,1150.799076487652,0.3188759399250725,0,50.0
2018-02-17,52,53555,631,Employed,Associate,31,29418,60,Divorced,1,Own,221,0.2577000441958514,0,1,0.1479091377421932,0,Education,0,28,20,9902,1607,12300,27582,4462.916666666667,0.8002982768774678,4,2753,0.218918,0.2176638798305933,808.5905593660116,0.2306990330014403,0,47.0
2018-02-21,35,16054,526,Employed,Associate,13,20612,36,1,1,Own,465,0.1443622367669244,1,2,0.2065330441829189,0,Education,0,25,21,4127,665,51140,11870,1337.8333333333333,0.6159170722807443,6,39270,0.242612,0.2316638280282655,799.6733391447596,0.9453145676926072,0,53.0
2018-02-22,31,36057,592,Employed,Associate,11,29501,36,1,3,Other,384,0.231684159042131,4,0,0.187428659092861,0,Home,0,18,12,2220,438,19637,56982,3004.75,0.7319871064477125,4,1500,0.218501,0.2142852811770499,1117.9536116840152,0.4998597592758183,0,51.0
2018-02-26,29,31683,498,Employed,Associate,5,10566,24,1,2,Other,183,0.44355410578573,4,2,0.0903706187413158,0,Debt Consolidation,0,22,12,30896,2581,278821,123883,2640.25,0.829092654201392,5,154938,0.2365659999999999,0.2094714381765813,542.6665153221236,0.2748476528064098,0,48.0
2018-02-27,36,69003,499,Self-Employed,Associate,11,5376,96,0,4,Mortgage,458,0.3676627894804439,6,2,0.1743798193059494,0,Auto,0,28,11,983,1153,37496,23994,5750.25,0.7790233571979756,3,13502,0.2908759999999999,0.2484149684060046,129.3875730579447,0.1021499192309803,1,42.400000000000006
2018-03-07,56,18248,574,Employed,Associate,37,16443,24,Divorced,0,Own,733,0.2834741820252165,2,1,0.0636283363199063,0,Home,0,23,20,2682,548,204131,11483,1520.6666666666667,0.9338919368558886,2,192648,0.204443,0.1736984562994106,815.9042462329553,1.018569210587213,0,48.0
2018-03-08,39,67367,615,Self-Employed,Associate,15,26889,48,1,1,Mortgage,317,0.0079659183933911,4,0,0.4659121203237648,0,Debt Consolidation,0,29,24,8241,5430,115099,16012,5613.916666666667,0.5254568787953385,4,99087,0.214389,0.1715112,777.9871224967229,0.1950486955031495,1,42.400000000000006
2018-03-16,18,15000,570,Employed,Associate,0,50226,48,1,1,Mortgage,537,0.2081155309488201,10,0,0.2267352834345347,0,Debt Consolidation,1,16,26,3575,3286,153676,71478,1250.0,0.7835636283739139,3,82198,0.260226,0.228380005946275,1605.3625699782506,1.7138900559826005,0,58.0
2018-03-18,41,58655,523,Employed,Associate,16,26493,96,0,4,Mortgage,206,0.4153044222038413,4,0,0.1751875631410331,0,Other,0,24,13,2003,1731,64414,41991,4887.916666666667,0.8527137197285295,1,22423,0.299993,0.3344401374117971,795.1657822698164,0.2048246421828965,0,51.0
2018-03-24,57,86699,615,Employed,Associate,39,7469,60,0,0,Rent,413,0.1137618678075246,6,2,0.17913554613205,0,Home,0,18,24,1872,8480,36531,70691,7224.916666666667,0.9194949321063196,6,8130,0.204969,0.1988497365267741,197.40508700773685,0.0844861076147688,1,36.0
2018-03-25,33,17676,540,Employed,Associate,8,17801,48,1,4,Own,226,0.1530945685800469,4,1,0.3556427908501307,0,Debt Consolidation,0,38,21,8380,1994,70945,22271,1473.0,0.8784232811240572,5,48674,0.242801,0.2438807925407874,584.170970661055,0.5500142367013272,0,55.0
2018-03-27,33,29096,570,Employed,Associate,12,40138,24,1,3,Other,685,0.1412970784565487,2,1,0.2394469395065947,0,Debt Consolidation,0,28,19,1461,1471,86250,50013,2424.6666666666665,0.7607583903351405,4,36237,0.230138,0.2486006220333732,2139.408949094737,1.164864840154552,0,53.0
2018-04-04,36,152650,610,Employed,Associate,12,24815,48,1,3,Other,148,0.103056870955778,3,1,0.3843075055403481,0,Home,0,21,25,4346,587,127009,89100,12720.833333333334,0.7725809772296938,6,37909,0.214815,0.2135114898398752,773.1082609982855,0.0724094276579064,1,38.400000000000006
2018-04-06,22,59830,570,Self-Employed,Associate,0,22734,24,0,2,Rent,246,0.432399872563476,3,2,0.5723276818607661,0,Debt Consolidation,0,29,9,2511,329,449345,13537,4985.833333333333,0.7485047297788853,7,435808,0.212734,0.1746266391648873,1129.0809235415209,0.2757976112735793,1,45.6
2018-04-09,40,56940,592,Employed,Associate,21,15752,96,1,0,Mortgage,213,0.4250499826740336,3,0,0.1172375847043762,0,Debt Consolidation,0,20,7,1349,634,97769,33321,4745.0,0.7907911613907693,5,64448,0.254752,0.2616014984888397,392.9661211330063,0.1277062425991583,0,50.0
2018-04-17,62,105240,656,Employed,Associate,39,13937,108,Widowed,3,Mortgage,391,0.2489745651437896,6,2,0.1983002305886784,1,Home,0,32,26,1960,2516,62442,28628,8770.0,0.96470514370327,4,33814,0.230937,0.2297078574766258,306.3041270938386,0.0795101627244969,0,55.0
2018-04-27,39,43507,611,Employed,Associate,16,31845,48,Divorced,3,Rent,544,0.3749899526791381,4,2,0.0847899222421028,1,Home,0,32,15,1192,5407,30751,34764,3625.5833333333335,0.7286152906659061,7,6480,0.221345,0.2656139999999999,1083.810065641057,0.448978803128064,0,60.0
2018-05-02,29,125711,580,Employed,Associate,7,12133,48,Widowed,0,Own,543,0.4563506459374977,3,1,0.2147964982057931,0,Home,0,20,20,16833,1592,18425,10411,10475.916666666666,0.7066975949742867,5,8014,0.217133,0.2181261203260186,381.0299962124382,0.0882051686371857,1,40.8
2018-05-06,66,56816,669,Employed,Associate,41,20719,12,0,2,Mortgage,288,0.3201989296751192,4,1,0.0764620140703347,0,Auto,0,28,27,8124,705,636666,14955,4734.666666666667,0.7062527329182626,6,621711,0.151219,0.1394149509329506,1859.728992378859,0.4536177821132481,1,28.8
2018-05-08,33,55383,565,Employed,Associate,10,9093,48,1,3,Own,419,0.3080942448964131,4,0,0.0936257148249453,0,Auto,0,18,21,6607,1948,13714,6183,4615.25,0.6376914646557146,2,7531,0.2215929999999999,0.2329611404795455,292.9212284818008,0.1542540985822655,1,40.0
2018-05-11,21,149736,560,Employed,Associate,0,27917,48,1,0,Own,604,0.3076271019395862,1,0,0.3647327710678125,0,Auto,0,27,9,3003,2256,290530,10999,12478.0,0.8278309677340422,6,279531,0.242917,0.2082644425030576,861.8653947452472,0.1174759893208244,1,37.6
2018-05-27,25,69876,598,Employed,Associate,5,17992,96,0,1,Rent,545,0.0114707390916024,3,1,0.2581546911234629,0,Debt Consolidation,0,31,15,915,506,19626,7056,5823.0,0.8042212823161409,5,12570,0.253992,0.2723052977294854,461.8554917370296,0.1729100964686638,0,51.0
2018-05-31,43,22390,594,Employed,Associate,21,17603,120,1,1,Own,389,0.1581449304593628,3,5,0.3996419437011357,0,Auto,0,19,23,612,293,24284,46780,1865.8333333333333,0.9182481307609824,3,8633,0.275603,0.2929706681120441,454.9331165012831,0.4523089503356587,0,55.0
2018-06-07,45,93617,557,Employed,Associate,25,10868,84,0,0,Own,826,0.1852083569009087,7,4,0.4673102205493854,0,Home,0,18,17,3489,357,79807,54410,7801.416666666667,0.8024603090900825,8,25397,0.257368,0.2468937990250041,272.9321558018385,0.1408631538034978,1,43.2
2018-06-12,53,259639,545,Employed,Associate,29,39203,12,0,3,Rent,189,0.4386562711710819,2,0,0.2159059871988357,0,Debt Consolidation,0,26,18,21809,322,22131,31385,21636.58333333333,0.6294477479731049,3,2180,0.231703,0.2082674307613362,3647.08023469859,0.1772960256986935,1,40.8
2018-06-19,30,25658,583,Employed,Associate,7,6423,36,1,3,Own,374,0.1894535547286846,1,1,0.0656446682087652,0,Other,0,20,6,2411,480,73838,16061,2138.1666666666665,0.6281619823189073,5,57777,0.199923,0.1974959764384783,237.88299637288844,0.2861717965731803,0,51.0
2018-06-20,29,75095,590,Employed,Associate,6,11657,120,1,1,Rent,182,0.445935977119576,3,0,0.5825699687710878,0,Auto,1,15,9,1570,510,61242,19771,6257.916666666667,0.8958779572566345,7,41471,0.271657,0.3259884,329.8993646775571,0.0818002846545134,0,66.0
2018-06-24,43,48280,581,Employed,Associate,20,40424,36,1,4,Rent,340,0.2456170925788514,0,1,0.236268128684344,0,Home,0,28,12,3207,4229,102225,18198,4023.3333333333335,0.7211819879579198,2,84027,0.234924,0.1903172372386648,1482.4314109198974,0.4529655536669173,0,51.0
2018-07-02,27,28941,612,Employed,Associate,3,15007,60,0,0,Mortgage,112,0.126320772975842,1,1,0.5284547949288323,0,Education,0,23,8,1934,2041,133058,88914,2411.75,0.720013118653687,6,44144,0.214007,0.1881368566838582,387.7529908928042,0.2072159182721278,0,57.0
2018-07-10,34,19757,592,Employed,Associate,12,17292,120,1,4,Rent,385,0.3805188753690838,1,2,0.1810785285637999,0,Education,0,28,9,3053,1330,44477,106504,1646.4166666666667,0.85013640411129,5,2757,0.276292,0.254743574662713,399.1784068142738,0.4762940163876745,0,53.0
2018-07-11,50,111020,498,Employed,Associate,28,23552,12,1,4,Rent,496,0.2366543880261757,1,2,0.4521291285619364,0,Other,0,23,24,2429,1167,43095,13083,9251.666666666666,0.9291366372969364,2,30012,0.239552,0.2426045555361136,2230.0372998322887,0.2946536443702708,1,44.0
2018-07-15,44,111257,487,Employed,Associate,22,18609,60,0,0,Mortgage,525,0.4198730262830971,2,0,0.1859452564174194,0,Education,0,25,17,1370,300,24626,30649,9271.416666666666,0.9278688196147796,5,1850,0.280109,0.2739642111241815,572.6492834670111,0.1183906756572991,1,40.0
2018-07-19,26,196442,600,Employed,Associate,5,25519,24,0,1,Mortgage,326,0.3204075085915293,4,1,0.169365098745828,0,Auto,1,25,19,4763,4810,9573,128864,16370.166666666666,0.7471741389470106,9,6837,0.2005189999999999,0.1991451713628076,1297.7445643696772,0.0991892506309044,1,40.8
2018-07-21,46,49098,472,Employed,Associate,24,31990,72,1,3,Mortgage,352,0.2929852555840478,2,1,0.1264628873651131,0,Debt Consolidation,1,27,24,11754,2781,22172,20084,4091.5,0.8471082963933592,1,2088,0.31099,0.3325893200448405,1030.5820787313603,0.337915698089053,0,57.0
2018-07-22,52,33061,640,Employed,Associate,30,11580,36,1,3,Own,384,0.1881890183046389,5,2,0.3052513339718397,0,Auto,0,19,25,9144,801,144771,65760,2755.083333333333,0.6461158552889833,5,79011,0.17658,0.1633509619367268,409.0368044064393,0.2878449427687387,1,39.2
2018-07-28,46,49839,558,Employed,Associate,28,34869,108,0,3,Rent,565,0.2884886563663097,1,1,0.2604730757857563,1,Auto,0,26,20,15200,651,15851,29182,4153.25,0.9087468170605876,5,5439,0.3008689999999999,0.3424608063374542,1045.1508480046432,0.3876845477649174,0,65.0
2018-07-29,80,48462,656,Employed,Associate,61,29111,72,1,4,Rent,477,0.353579875365987,3,4,0.2842673053306766,0,Auto,0,19,15,3972,2076,45290,66211,4038.5,0.8863451980299596,7,5097,0.216111,0.1899805665985479,680.4873932461569,0.2866131962971788,0,47.0
2018-07-31,53,85512,628,Employed,Associate,30,20367,48,0,1,Own,338,0.218746724578068,3,2,0.314813123032829,0,Auto,0,30,8,2369,1188,149155,52247,7126.0,0.9098410543966694,8,96908,0.201367,0.1827115438642391,601.170280360447,0.1317948751558303,1,39.2
2018-08-04,49,56255,571,Employed,Associate,28,14526,24,1,0,Rent,573,0.0985992669510242,3,0,0.0093003330729739,0,Auto,0,19,4,23933,658,366111,44654,4687.916666666667,0.7498457630545147,3,321457,0.204026,0.2069037610684566,744.2206980295687,0.2809821060591027,1,36.8
2018-08-14,53,36754,505,Self-Employed,Associate,30,36455,36,1,1,Mortgage,674,0.4390978532691305,0,0,0.1827675746410422,0,Debt Consolidation,0,34,14,3055,5057,138955,21422,3062.833333333333,0.7987333486812535,6,117533,0.2689549999999999,0.2821102033261037,1512.0686735034728,0.7137406563106512,0,51.0
2018-08-18,48,56584,615,Unemployed,Associate,24,15122,36,1,2,Mortgage,115,0.1711762535570972,4,1,0.4960157211226295,0,Education,0,25,25,6834,1269,122221,6443,4715.333333333333,0.9298064896215747,5,115778,0.192622,0.1810593174738126,547.5004526336796,0.1404991770041735,1,40.8
2018-08-21,40,52184,574,Self-Employed,Associate,19,38284,48,1,3,Rent,356,0.1458470952597986,5,1,0.1463717864147254,0,Other,0,16,3,7697,4696,135135,52369,4348.666666666667,0.9144261805436192,8,82766,0.246284,0.2282540717919997,1223.3993090306983,0.3631916240297482,0,53.0
2018-09-15,31,34233,599,Employed,Associate,5,26572,60,Widowed,0,Other,189,0.5801713272829614,6,1,0.3934759121333316,0,Auto,0,25,17,987,95,19661,15644,2852.75,0.7212052651584749,3,4017,0.232072,0.2292878455380897,747.9903767588675,0.3284516262409491,0,56.0
2018-09-26,34,197755,589,Employed,Associate,13,23464,24,1,1,Rent,310,0.2097904179976681,6,0,0.3806598873841047,0,Debt Consolidation,0,27,26,1533,1145,15161,45400,16479.583333333332,0.76981833394127,7,7368,0.203964,0.2071007063140161,1202.3741023553075,0.091772593503394,1,41.6
2018-10-06,40,25192,560,Employed,Associate,20,21634,36,Divorced,2,Mortgage,480,0.3718130643324897,4,1,0.3191351286892482,0,Auto,0,32,25,5336,2204,143091,57162,2099.333333333333,0.8970956032452401,7,85929,0.2266339999999999,0.2217482834569137,828.1702131391835,0.6231360176909416,0,54.0
2018-10-07,35,78101,526,Employed,Associate,12,14215,36,1,4,Other,345,0.1645513663415042,7,0,0.156237431412694,0,Other,0,25,11,3210,212,28446,8541,6508.416666666667,0.5266906057329009,0,19905,0.236215,0.2380787531085732,556.262053626886,0.138476391384523,0,49.0
2018-10-08,41,73312,561,Employed,Associate,20,41720,24,Divorced,2,Mortgage,160,0.3848032298822951,5,1,0.3836320331236874,0,Auto,1,21,28,2477,1062,75346,19872,6109.333333333333,0.8700963245971415,2,55474,0.2362199999999999,0.2187725396396179,2161.82856418163,0.3800461421074252,0,58.0
2018-10-13,18,47185,531,Unemployed,Associate,0,18490,48,0,2,Rent,231,0.1284265710581646,0,1,0.0759736602958251,0,Home,1,32,23,26725,2057,28782,11470,3932.0833333333335,0.9094421592520529,3,17312,0.24799,0.2149110332921177,577.4510229372695,0.2056037358323033,0,59.0
2018-10-21,50,18856,580,Employed,Associate,27,16282,36,1,0,Own,355,0.0876366678669921,3,1,0.1910627607510301,0,Home,0,26,10,8849,4164,71576,29120,1571.3333333333333,0.7505187272516017,6,42456,0.211282,0.2169003696345935,619.2091246978977,0.6199888362523744,0,51.0
2018-10-23,31,80085,530,Employed,Associate,10,21534,48,0,1,Mortgage,790,0.3122831552282539,3,1,0.3957181328655004,0,Auto,0,27,26,899,912,96053,35862,6673.75,0.7492671371329772,7,60191,0.251534,0.2297540505676396,689.9062452617519,0.2217503270667543,1,40.8
2018-10-27,47,49936,492,Self-Employed,Associate,23,30787,120,0,2,Own,480,0.2465522263623492,2,0,0.2405265387740378,0,Education,0,29,15,20264,338,1138334,21651,4161.333333333333,0.6859300586824214,3,1116683,0.339787,0.366516680203573,966.4657083644154,0.3475966937754923,1,38.400000000000006
2018-10-30,48,51404,563,Employed,Associate,28,9446,12,Divorced,2,Other,191,0.0608261911234042,7,3,0.2415056111497174,0,Education,0,31,2,4899,2393,77301,40986,4283.666666666667,0.9530021852929876,3,36315,0.192946,0.1945156426835987,872.5480580754057,0.2482798361393056,0,55.0
2018-10-31,47,175236,482,Employed,Associate,25,27512,48,1,1,Mortgage,461,0.2786004815545762,5,2,0.603567558031183,0,Education,0,20,26,14151,262,270652,70745,14603.0,0.8304308215142179,6,199907,0.281512,0.2651453234784152,935.6123168883954,0.0956387260760388,1,41.6
2018-11-04,32,140216,617,Employed,Associate,14,13335,48,1,0,Other,411,0.1487520299112135,2,2,0.4327197038522816,0,Home,0,27,13,6819,1304,43330,115451,11684.666666666666,0.8505544560832755,4,9989,0.199835,0.2184943725894478,419.0443060349393,0.0710370547756267,1,40.0
2018-11-11,55,89794,582,Employed,Associate,31,32141,60,Divorced,0,Rent,459,0.1811816173924722,1,1,0.4246163204268197,0,Auto,0,25,20,432,1944,281669,26067,7482.833333333333,0.9502525455997768,6,255602,0.246141,0.2680484681404781,977.690458870264,0.1919981903740024,1,38.400000000000006
2018-11-14,36,51610,476,Employed,Associate,11,19238,96,0,0,Mortgage,193,0.2781015383383924,3,3,0.2543620295110551,0,Auto,0,23,22,1200,6702,198224,44503,4300.833333333333,0.8541451260264084,5,153721,0.316238,0.3652429852849591,620.430300268252,0.1891331835539435,0,48.0
2018-11-20,65,75116,610,Employed,Associate,45,6549,108,1,3,Own,267,0.471235475530895,3,2,0.1148800475501667,1,Auto,0,25,10,2150,914,20489,58924,6259.666666666667,0.8390281535828148,7,1381,0.246549,0.222488907057994,140.78218574153144,0.0651443930573829,0,60.0
2018-11-23,53,28908,589,Employed,Associate,31,8569,36,1,3,Rent,434,0.1381294235441957,4,0,0.1935365415056955,0,Home,0,22,26,8040,2065,68774,227607,2409.0,0.825821286523102,13,2610,0.199069,0.1825965284082392,310.90717166362856,0.309218419121473,0,51.0
2018-11-25,47,190649,599,Self-Employed,Associate,22,19937,48,Widowed,1,Own,685,0.3274676527267922,2,1,0.2078271833118056,0,Auto,0,24,14,12872,3287,19491,6239,15887.416666666666,0.8947954723218657,5,13252,0.215437,0.2585244,670.5678626297537,0.085323365722123,1,42.400000000000006
2018-12-07,30,23058,618,Employed,Associate,12,63485,60,Divorced,1,Other,432,0.4833572143293619,4,2,0.3424369179036167,0,Debt Consolidation,0,30,11,10250,1380,25986,24121,1921.5,0.7890008706384621,6,1865,0.259485,0.229956213672937,1789.5123518689932,1.1561344532235198,0,54.0
2018-12-09,42,31104,476,Employed,Associate,18,13149,48,1,0,Mortgage,655,0.3426533163511915,5,1,0.5042907440949208,0,Home,0,22,19,15006,1172,36128,5869,2592.0,0.5158906471792029,2,30259,0.270149,0.2936608093994391,468.60716314395256,0.4334904178796113,0,59.0
2018-12-10,33,82323,526,Employed,Associate,10,8350,36,0,5,Mortgage,408,0.1532111307448788,5,1,0.2604917986893078,0,Auto,0,22,26,9421,1334,289047,23465,6860.25,0.8790998440405231,9,265582,0.23035,0.2313044407214113,323.79414788932576,0.1066716443116979,1,35.2
2018-12-12,42,37699,487,Employed,Associate,19,29471,96,1,2,Mortgage,355,0.2509628446616912,2,0,0.0396521625797654,0,Education,0,22,21,2367,538,67092,11274,3141.583333333333,0.8551896533962532,5,55818,0.320971,0.2986768928890899,809.9927468724634,0.3708298088137499,0,49.0
2018-12-13,22,55160,566,Employed,Associate,2,19802,60,1,2,Rent,809,0.3975158657254108,3,3,0.1230095106336399,0,Debt Consolidation,0,24,20,2491,2251,18277,10779,4596.666666666667,0.9219802533794188,4,7498,0.2418019999999999,0.2126609723522063,538.6789784805065,0.2931861447020681,0,50.0
2018-12-19,50,62852,609,Employed,Associate,27,51450,48,1,2,Mortgage,390,0.3978770319458383,6,0,0.2564993713855187,0,Home,0,24,27,7822,571,71768,23421,5237.666666666667,0.9016556136899072,4,48347,0.24195,0.2380399660757087,1671.794313780675,0.3936474856069512,0,49.0
2018-12-20,38,35591,559,Employed,Associate,12,10270,12,0,3,Mortgage,533,0.2099644273434603,5,4,0.5346589129469114,0,Auto,0,29,9,935,921,54814,56231,2965.9166666666665,0.6830030382162389,2,4165,0.19577,0.2082672775919621,955.4246116903128,0.5018430316732813,0,60.0
2018-12-24,36,64412,584,Employed,Associate,9,20574,48,Divorced,0,Mortgage,459,0.2538646457809892,2,1,0.1248538658374024,0,Home,0,29,25,3468,381,25288,179431,5367.666666666667,0.9212329577104844,6,3469,0.223574,0.221677080646925,650.0807132882481,0.2066225013888557,0,50.0
2018-12-30,44,37382,577,Employed,Associate,22,61563,12,1,4,Mortgage,280,0.1610797031766364,0,1,0.3700102469664103,0,Home,0,18,2,1661,478,277777,9042,3115.1666666666665,0.828365637260876,3,268735,0.238063,0.1983015686169998,5697.855029195704,1.9189519113570288,0,52.0
2019-01-04,41,41973,650,Employed,Associate,21,21299,84,Divorced,0,Rent,490,0.4266391657125456,0,0,0.5311142250124683,0,Auto,0,34,15,6975,1209,102275,124307,3497.75,0.8396890313998059,6,7651,0.221299,0.2046429439606382,478.94225942906434,0.2770187290198168,0,54.0
2019-01-19,33,74922,576,Employed,Associate,9,15354,48,1,3,Rent,672,0.3343330742045367,1,1,0.1467468203710842,0,Auto,0,25,20,1334,1002,38478,24807,6243.5,0.8037174727051324,5,13671,0.222354,0.2080753125416122,473.8592398841773,0.1835283478632461,1,40.0
2019-01-22,44,15132,551,Employed,Associate,21,12154,36,1,3,Rent,195,0.3568238436149107,4,1,0.3393342414769026,0,Auto,0,29,11,3959,1311,26658,173022,1261.0,0.7325370382911225,5,2077,0.221654,0.232220277116021,471.8855919141271,0.5288545534608462,0,56.0
2019-01-23,62,98825,663,Employed,Associate,41,12862,12,Divorced,2,Rent,90,0.452842967273553,1,2,0.3708995959323932,0,Education,0,14,19,1215,1239,4971,53232,8235.416666666666,0.8711693711561141,7,3328,0.146362,0.1603827835636653,1167.2132899449405,0.1526593420626287,1,38.400000000000006
2019-01-29,61,55593,643,Employed,Associate,37,23776,96,Divorced,0,Mortgage,860,0.4900272194765173,2,0,0.19221188455781,0,Auto,0,17,19,224,51,62353,5221,4632.75,0.8475857178851363,6,57132,0.237276,0.2380021693471044,555.9367792498579,0.3056363454211554,0,46.0
2019-02-10,47,25328,567,Employed,Associate,27,18232,48,1,0,Rent,356,0.0991134052669205,5,0,0.7496143956700834,0,Auto,0,26,19,1735,7943,26445,16616,2110.6666666666665,0.9422450214691452,2,9829,0.229732,0.2456969180792569,600.1533154876681,0.4530100989360399,0,59.0
2019-02-12,38,49168,617,Self-Employed,Associate,18,16722,36,Widowed,0,Own,315,0.1845029257278995,3,0,0.3743230206375406,0,Education,0,25,21,663,1650,100987,54061,4097.333333333333,0.8581691392005116,6,46926,0.193222,0.1936571989605808,616.0583814890242,0.2272352053748025,0,54.0
2019-02-16,26,23563,617,Employed,Associate,4,66228,24,1,3,Own,362,0.3150731565260343,3,1,0.3009470971654895,0,Home,1,18,10,2831,2332,72333,4726,1963.5833333333333,0.3174312066291725,5,67607,0.232728,0.255335320217564,3552.4424917573524,1.993519921108867,0,57.0
2019-02-19,43,44674,574,Employed,Associate,22,31311,24,0,1,Rent,538,0.3494580962913112,1,1,0.278403943852734,0,Home,0,23,16,1576,207,63680,40187,3722.8333333333335,0.758594686128477,10,23493,0.219311,0.2323262927885754,1643.4790559058115,0.5859727956052679,0,53.0
2019-02-20,31,34622,588,Unemployed,Associate,8,19939,48,1,1,Own,240,0.3316163860376355,6,2,0.2048915004058414,0,Debt Consolidation,0,31,20,2785,222,119926,9842,2885.1666666666665,0.8392778997992267,8,110084,0.220939,0.2374440683647457,647.2338119108497,0.3075156184775633,0,52.0
2019-02-22,41,42964,546,Employed,Associate,17,16100,72,1,3,Own,157,0.5579986381807548,7,0,0.3839663788393995,0,Auto,0,22,23,1152,1149,81363,38761,3580.333333333333,0.8462551138385543,4,42602,0.2581,0.2322303781554777,416.3006329766673,0.1601249324020111,0,56.0
2019-03-03,28,27792,550,Employed,Associate,4,33448,48,Divorced,3,Rent,575,0.4369068049171665,3,0,0.2043230972272642,0,Auto,0,34,14,4679,1151,39139,28880,2316.0,0.7590460434067495,4,10259,0.253448,0.2394570935086461,1089.462537105807,0.7186798519455126,0,55.0
