ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-08-26,42,39637,599,Employed,Doctorate,16,28863,24,0,4,Mortgage,337,0.6577604508520756,4,1,0.1097211866260738,0,Other,0,25,7,823,554,197025,22402,3303.083333333333,0.7110369067251245,5,174623,0.204363,0.2450885830571364,1533.3588044053192,0.5662463267367316,0,50.0
2018-09-19,39,75932,530,Employed,Doctorate,14,29901,12,0,2,Mortgage,350,0.1825249109874367,1,2,0.180458703155087,0,Debt Consolidation,0,17,20,4763,329,228464,157337,6327.666666666667,0.9664366433701548,6,71127,0.229901,0.2335392216872575,2818.0858506671966,0.5006720514145071,0,47.0
2018-09-23,25,22698,630,Employed,Doctorate,2,7604,36,1,1,Mortgage,165,0.2216575065597782,5,2,0.3026516353790942,0,Education,0,22,8,3441,681,121192,18803,1891.5,0.7109753175819017,2,102389,0.177604,0.2038607933003422,284.08995013891774,0.2374252974564725,0,50.0
2018-09-24,59,117989,610,Employed,Doctorate,40,21413,48,1,3,Own,642,0.2998318044591407,3,1,0.5411654235793019,0,Home,1,20,4,2737,303,65900,15765,9832.416666666666,0.6132940460147523,6,50135,0.211413,0.2012746013695579,653.0603922158974,0.1317133351972707,1,48.8
2018-10-01,40,16070,562,Unemployed,Doctorate,18,27411,96,1,1,Other,371,0.1498378456572485,3,0,0.272989871352703,0,Debt Consolidation,0,17,2,1321,1003,108513,4811,1339.1666666666667,0.9508111297938352,9,103702,0.2814109999999999,0.2919530508030619,740.5761325663401,0.830050627927572,0,56.0
2018-10-14,38,107659,607,Employed,Doctorate,14,19552,96,0,1,Rent,399,0.0523118629426809,5,0,0.389597131520311,0,Education,0,27,25,718,3367,159378,12852,8971.583333333334,0.805885933132401,5,146526,0.251052,0.2646463692156646,491.77011400787785,0.0992879496195815,1,36.0
2018-12-18,57,192941,663,Employed,Doctorate,34,8954,48,1,2,Rent,430,0.4364907520987349,3,1,0.1083303251346709,1,Home,0,16,24,4152,257,68953,19450,16078.416666666666,0.939598032038916,4,49503,0.172454,0.154734282454925,251.3506130522092,0.0423767232295184,1,44.0
2019-01-05,30,52828,652,Employed,Doctorate,5,26629,12,0,0,Own,268,0.3075757829788659,4,0,0.1127473101817173,0,Auto,0,25,19,1393,748,188775,35689,4402.333333333333,0.6538592983472737,7,153086,0.165629,0.1884421327474991,2452.0580816921533,0.6178673616321997,0,40.0
2019-01-08,57,34903,535,Employed,Doctorate,31,54146,48,0,1,Mortgage,295,0.5391047586218397,6,1,0.3437752875442585,0,Education,0,21,26,6496,603,116848,43380,2908.583333333333,0.9424393243027046,6,73468,0.281646,0.2772716802835633,1878.660901985221,0.7473263279323454,0,54.0
2019-01-13,42,45271,568,Employed,Doctorate,23,20946,24,1,2,Mortgage,384,0.5671538603144004,4,2,0.3382244289751114,0,Education,0,26,4,7825,1417,35166,35863,3772.5833333333335,0.7504025203961093,3,3434,0.2119459999999999,0.208865939886948,1075.1574590704963,0.3867793843486107,0,59.0
2019-02-27,37,33297,605,Employed,Doctorate,14,15328,48,0,3,Own,1074,0.3202246456913346,1,2,0.1139262705827018,0,Education,0,21,8,7756,1167,69486,95830,2774.75,0.5700274752160365,4,8884,0.207828,0.2048793981870822,470.4307144687015,0.5566017531196329,0,49.0
2019-03-12,40,44449,565,Employed,Doctorate,17,65164,60,0,0,Rent,435,0.2061578952060024,5,2,0.3223982540028214,1,Home,1,26,12,3765,683,16755,34529,3704.0833333333335,0.8921745192129379,7,3397,0.287664,0.3060720269871967,2132.6452917218558,0.6931931764643133,0,73.0
2019-03-14,23,29273,553,Employed,Doctorate,3,18202,60,0,3,Own,527,0.2086372016512068,6,0,0.1548464930360333,1,Auto,0,34,17,7388,1231,17350,14899,2439.4166666666665,0.835878629042253,4,2451,0.2467019999999999,0.2746697965375393,560.895522602345,0.4459654381589908,0,64.0
2019-04-18,21,147047,580,Self-Employed,Doctorate,0,13389,72,1,1,Mortgage,343,0.4792518093509831,3,0,0.6904302358609016,0,Other,0,28,1,2865,1707,174940,46257,12253.916666666666,0.884082520883169,3,128683,0.238389,0.2486509029906582,359.55427205069765,0.0573330381756062,1,48.0
2019-04-22,46,55997,527,Employed,Doctorate,22,9698,36,1,1,Mortgage,720,0.2105171436281317,1,1,0.2852087296023957,0,Debt Consolidation,0,29,9,1701,1489,21077,37865,4666.416666666667,0.6792450754223338,9,10236,0.231198,0.2528536096236378,387.0559591668779,0.2372389861957343,1,42.400000000000006
2019-05-03,27,45153,589,Employed,Doctorate,6,25432,60,0,0,Rent,262,0.2863508733752968,2,2,0.10586100435704,0,Debt Consolidation,0,30,26,519,1044,53932,13566,3762.75,0.921436684657232,4,40366,0.235932,0.240358459471025,732.1561501409618,0.2642099927289779,0,51.0
2019-05-19,46,29822,609,Employed,Doctorate,23,20290,72,Widowed,5,Other,502,0.064469431152272,4,1,0.4290205276475238,0,Home,0,17,10,8987,123,534447,39157,2485.1666666666665,0.6307603984617912,10,495290,0.23079,0.2359030231680758,529.1364139084045,0.4149164028871589,0,48.0
2019-06-21,29,62164,567,Employed,Doctorate,7,28744,60,1,2,Own,566,0.5440065175693268,3,1,0.1873912222937104,0,Auto,0,20,9,3809,318,54972,5271,5180.333333333333,0.8692975877547342,10,49701,0.2502439999999999,0.2007610259834806,762.7578595754068,0.2565004554871771,1,41.6
2019-07-12,34,115637,588,Employed,Doctorate,11,11315,60,0,1,Own,259,0.5256369304114182,3,2,0.5742987527866653,0,Debt Consolidation,0,19,7,1755,2354,753438,47599,9636.416666666666,0.900901317219706,2,705839,0.2223149999999999,0.2006548392322736,300.1907195628626,0.0580289062735487,1,40.8
2019-07-26,60,178505,624,Employed,Doctorate,38,27743,12,0,3,Mortgage,1228,0.4503483274483373,1,2,0.1045776600073843,0,Debt Consolidation,0,28,1,2681,2148,266242,31409,14875.416666666666,0.7442169949890062,6,234833,0.180743,0.1909913335528993,2558.012711532543,0.2545147336959218,1,36.8
2019-08-08,42,18379,605,Self-Employed,Doctorate,22,16635,36,Divorced,2,Rent,556,0.2851410381982806,4,1,0.2945207166780187,0,Home,0,30,16,11150,205,73600,13311,1531.5833333333333,0.852286585643786,2,60289,0.199135,0.1748717137544546,597.1242401622452,0.7528968323601363,0,52.0
2019-08-13,29,107380,600,Employed,Doctorate,6,15479,96,0,2,Other,447,0.3939579557176418,1,1,0.1316403063561177,0,Auto,0,27,20,2593,6986,65458,9557,8948.333333333334,0.9458773915041369,9,55901,0.250479,0.2195080379364994,343.4108596893266,0.0883305114199284,1,35.2
2019-09-24,58,15692,683,Employed,Doctorate,36,13545,48,Divorced,0,Own,443,0.4307928575916164,2,1,0.3375396041084066,0,Home,0,24,12,8262,632,55631,10297,1307.6666666666667,0.7213588019482661,5,45334,0.167045,0.151430130239023,377.9501497718575,0.6277977184082519,0,51.0
2019-10-05,36,39711,626,Self-Employed,Doctorate,14,22891,48,1,4,Mortgage,786,0.0324303664138803,1,1,0.2586171075423545,0,Other,0,28,13,1185,1910,156006,27947,3309.25,0.7310698729285237,4,128059,0.204891,0.225185056072828,727.6647064707116,0.4574041569753605,0,48.0
2019-10-14,53,38978,624,Employed,Doctorate,27,16179,60,1,5,Rent,437,0.4603263410932302,4,1,0.1764911546209985,0,Education,0,26,5,1062,1782,39861,73163,3248.1666666666665,0.6791853210003894,9,4136,0.209179,0.2081023228621521,435.9709845661308,0.2687580639025493,0,51.0
2019-10-17,70,114947,661,Employed,Doctorate,47,46798,36,0,2,Mortgage,493,0.2176930902554863,2,0,0.0117395556330314,0,Debt Consolidation,1,22,19,4653,534,5187,15398,9578.916666666666,0.9187342576358984,3,10808,0.201298,0.2041963525800046,1749.2036506055877,0.2340769555296532,0,49.0
2019-11-13,26,28744,544,Employed,Doctorate,3,12170,84,0,2,Rent,530,0.2553740099102644,1,1,0.3353247402309206,0,Home,0,17,1,7807,22896,126313,84869,2395.333333333333,0.91821608205856,7,41444,0.26517,0.2499975401895303,308.0406948041814,0.3498639137785338,0,60.0
2019-11-15,45,25324,553,Employed,Doctorate,20,14075,60,Widowed,2,Mortgage,596,0.3008546769262899,6,2,0.1382419453636131,0,Home,1,22,22,1118,26657,168916,24125,2110.333333333333,0.8493355570579513,4,144791,0.2425749999999999,0.2320672249346858,398.45435360020576,0.4712309367873348,0,54.0
2019-12-04,31,43385,518,Employed,Doctorate,12,25064,48,Divorced,1,Mortgage,244,0.2291281692521373,6,1,0.3914908793089521,0,Auto,0,30,19,1128,1178,203827,48321,3615.4166666666665,0.6406864775879995,5,155506,0.261064,0.2600438240401103,845.1523778909024,0.3012522423577464,0,51.0
2019-12-28,40,52700,616,Employed,Doctorate,15,20163,60,1,3,Own,344,0.263310538202092,4,2,0.0869987058409696,0,Debt Consolidation,0,21,16,3509,1481,26859,6336,4391.666666666667,0.6052778541686279,2,20523,0.217163,0.218461670421868,555.1180126975323,0.2047327543144286,0,47.0
2020-02-17,37,42069,635,Employed,Doctorate,19,20705,48,Widowed,2,Rent,455,0.5324152509930835,3,1,0.2849749708837105,0,Auto,0,21,7,2097,1937,26586,239659,3505.75,0.4548917042237312,6,7247,0.198205,0.212400170331862,643.8206689340944,0.3134338355370732,0,52.0
2020-02-27,45,48423,566,Employed,Doctorate,24,30357,96,1,0,Rent,523,0.4299404773788917,2,1,0.4851448200605736,0,Auto,0,22,14,628,407,65613,7997,4035.25,0.7081343053775658,7,57616,0.2823569999999999,0.3321044472520651,906.056201832091,0.3541431638267991,0,56.0
2020-03-10,40,15000,648,Employed,Doctorate,19,13830,24,1,0,Mortgage,660,0.5774501501510301,1,2,0.3681852598697762,0,Home,1,31,7,2615,437,38306,30536,1250.0,0.6055501283481479,4,7770,0.16483,0.1706814271034211,684.2394253163164,1.0753915402530532,0,61.0
2020-03-22,34,72895,558,Employed,Doctorate,14,23192,48,1,3,Own,481,0.4839447420725151,1,1,0.0927738363743887,0,Auto,0,21,26,5026,708,57642,9590,6074.583333333333,0.9087613515569322,4,48052,0.239192,0.2358891194066212,750.8407328506906,0.2027860456026927,1,40.8
2020-03-23,57,47225,669,Employed,Doctorate,39,25971,36,0,1,Mortgage,224,0.239321752039474,3,1,0.4596678481004786,0,Home,0,24,27,12733,5542,55174,51334,3935.4166666666665,0.7628461204760133,5,3840,0.176471,0.1561875362553026,908.1825216120268,0.2876906354546177,1,40.8
2020-05-07,45,38652,634,Employed,Doctorate,25,18082,60,1,0,Rent,678,0.4331526109573234,0,3,0.5098225754050315,0,Auto,0,23,24,5041,600,38351,18129,3221.0,0.6781369279995971,4,20222,0.206082,0.1796373668887354,458.8073226285657,0.3529361448707127,1,45.6
2020-07-18,39,43350,554,Unemployed,Doctorate,15,13925,96,1,2,Rent,607,0.4535620436023393,2,0,0.1891864060760223,0,Home,0,24,10,423,1160,126006,13457,3612.5,0.7266186555661122,7,112549,0.271925,0.2267151227694254,315.38363564633994,0.2553311102135197,0,51.0
2020-07-28,33,91948,644,Employed,Doctorate,8,29198,48,0,2,Own,544,0.2192714495308964,2,0,0.3561480043207065,0,Debt Consolidation,0,34,25,932,2388,173974,27727,7662.333333333333,0.7264648063800055,2,146247,0.202198,0.183107004803053,862.4389374433966,0.1835523040122761,1,36.8
2020-09-03,34,90635,575,Employed,Doctorate,14,24248,120,0,0,Rent,643,0.7142162578534165,1,0,0.0812759038883039,0,Home,0,29,2,6205,1287,45613,92886,7552.916666666667,0.7587515596771206,4,6856,0.291748,0.3115893556113448,660.0723762467962,0.1725257187064771,0,55.0
2020-09-12,26,36263,578,Unemployed,Doctorate,3,43568,48,0,0,Other,414,0.3138500598328257,3,1,0.4647590976737923,0,Education,0,16,22,1957,659,62028,22339,3021.9166666666665,0.7524710767850441,8,39689,0.249568,0.2447144573687269,1431.7758122105029,0.6107963970583249,0,60.0
2020-10-26,27,28920,607,Employed,Doctorate,2,19627,12,Divorced,3,Mortgage,428,0.2956445665326045,7,1,0.238515997359465,0,Education,0,17,19,3206,797,432180,40601,2410.0,0.773555773017692,4,391579,0.181127,0.172112397339509,1792.0438181383877,0.921180007526302,0,45.0
2020-11-06,60,169061,631,Employed,Doctorate,38,25339,24,0,1,Rent,187,0.5147685403998368,3,1,0.269223908642725,0,Debt Consolidation,0,18,3,13043,985,30307,20310,14088.416666666666,0.7650544977312375,6,9997,0.184839,0.1922794774383296,1280.1119717192169,0.1041360435619723,1,40.8
2021-02-01,30,100955,558,Employed,Doctorate,9,13601,24,1,2,Rent,394,0.1028122912136769,5,2,0.2386562153282867,0,Home,0,25,8,556,438,76469,65203,8412.916666666666,0.8822044657257057,8,11266,0.2096009999999999,0.2100313962119153,698.9172131180484,0.1299094305127688,1,40.8
2021-02-03,43,49813,632,Employed,Doctorate,22,18336,60,1,1,Mortgage,427,0.3838858070629001,2,0,0.281317413370682,0,Home,0,24,3,6199,840,99052,39587,4151.083333333333,0.5836211584449267,6,59465,0.207336,0.2209228367891441,507.3829204297765,0.2250937515338831,0,51.0
2021-02-12,47,86942,671,Employed,Doctorate,24,22389,72,1,0,Own,362,0.4104745557860212,2,1,0.1735477545630539,0,Home,0,27,3,3432,1641,186645,32731,7245.166666666667,0.9424655286871146,3,153914,0.2018889999999999,0.2237765276337035,567.5786173278942,0.1283032758383143,1,34.4
2021-03-17,43,82482,543,Employed,Doctorate,18,10548,48,0,3,Other,414,0.4955099113929874,2,0,0.145225010841126,0,Debt Consolidation,0,28,23,1873,852,34962,81276,6873.5,0.8566783721742595,1,10909,0.234048,0.2549390930013088,352.6533693938451,0.11153755283245,1,40.0
2021-03-19,39,27876,569,Employed,Doctorate,16,19584,36,0,1,Rent,601,0.2669433591609394,2,1,0.0333027858863075,0,Home,0,19,20,268,2038,555455,11498,2323.0,0.9065631587056044,6,543957,0.220084,0.2365193304159357,764.7616819130701,0.5879301256621051,1,35.2
2021-04-01,28,90296,561,Employed,Doctorate,3,32622,36,1,2,Mortgage,286,0.3171833102880658,5,1,0.3555625121007784,0,Home,0,21,17,686,2226,175741,14297,7524.666666666667,0.9140139762185662,4,161444,0.2371219999999999,0.2200597372371438,1245.949780497716,0.2035903845793013,1,39.2
2021-05-07,47,104173,615,Employed,Doctorate,25,27127,48,Divorced,0,Rent,337,0.2471313910843257,3,0,0.1843493276736104,0,Debt Consolidation,0,24,12,1447,837,62898,20298,8681.083333333334,0.8955392372116364,5,42600,0.2146269999999999,0.2000604373788515,825.5717926945373,0.1339201281746176,1,36.8
2021-05-19,30,83995,547,Unemployed,Doctorate,7,24515,108,1,0,Rent,231,0.4158807680638326,2,3,0.6272136273559706,0,Auto,0,27,5,6406,1558,45679,22521,6999.583333333333,0.911842910636706,5,23158,0.296015,0.2742733577025354,613.7791266824046,0.1206899163067903,0,63.0
2021-05-20,59,31448,677,Unemployed,Doctorate,37,18725,36,0,0,Mortgage,516,0.3529679103479515,3,0,0.2689506868351988,0,Other,0,31,15,3685,1376,106183,31263,2620.6666666666665,0.7933863207750659,7,74920,0.1652249999999999,0.1598834249503491,658.207680018505,0.4480568608567178,0,48.0
2021-07-27,30,120004,634,Employed,Doctorate,9,18427,24,Divorced,0,Rent,253,0.4931678064379191,1,0,0.1388869880943038,0,Education,0,29,9,6109,973,118293,152288,10000.333333333334,0.8301554026836901,4,8998,0.176427,0.1689180288273515,910.1149000481132,0.1163076130843751,1,37.6
2021-10-01,29,29904,545,Employed,Doctorate,3,14572,48,0,0,Own,167,0.3325233578426828,1,1,0.2433716132027345,0,Home,0,25,6,3447,1503,11276,17820,2492.0,0.5531388415820913,4,5945,0.237072,0.2355210711276309,471.4729728988952,0.2562090581456241,0,56.0
2021-10-08,31,41021,518,Self-Employed,Doctorate,11,16639,12,Divorced,2,Mortgage,414,0.4115576474644379,2,2,0.3031305031435476,0,Auto,0,20,17,5952,908,49776,16255,3418.4166666666665,0.8685566588339536,7,33521,0.222639,0.23569147344345,1569.9098300148569,0.5803592784227173,0,59.0
2021-10-09,52,91702,627,Employed,Doctorate,30,18310,36,Widowed,1,Rent,233,0.416794102009222,1,1,0.2546836145299858,0,Debt Consolidation,1,21,8,8090,4297,54480,56265,7641.833333333333,0.8452844642084677,9,7026,0.18981,0.2004137900887434,680.8513155276312,0.119585350224985,0,56.0
2021-10-23,31,121649,592,Employed,Doctorate,6,20567,24,1,0,Own,377,0.2501820791564162,4,1,0.0118261347007935,0,Home,1,21,5,3445,1089,25164,5736,10137.416666666666,0.4013294898413094,9,19428,0.199567,0.2042541615794395,1051.0532328010272,0.1408695410041375,1,44.8
2021-11-25,27,91521,623,Employed,Doctorate,5,38658,36,1,3,Rent,451,0.1838539022375607,3,1,0.3067064057090872,0,Debt Consolidation,0,18,13,704,837,71744,8055,7626.75,0.8971324542885771,6,63689,0.212158,0.1915112927359564,1420.0040374001258,0.2453212754318846,0,47.0
2021-12-03,50,213434,621,Employed,Doctorate,29,21870,84,1,0,Other,611,0.2381545295067682,2,1,0.3107814947226794,0,Other,0,25,19,3244,398,82784,39765,17786.166666666668,0.952968367866995,5,43019,0.23637,0.2165723519520394,507.70607353704855,0.0628975368612525,1,39.2
2021-12-26,18,15000,594,Employed,Doctorate,0,20127,60,1,4,Mortgage,226,0.5034736344733953,2,0,0.686427066061029,0,Auto,1,20,8,525,1161,7508,29244,1250.0,0.9691391991355776,4,9178,0.228127,0.2092801866345363,543.6883205005747,0.6157506564004598,0,68.0
2022-01-11,32,70005,634,Employed,Doctorate,10,22024,48,Divorced,5,Rent,607,0.2154818850847978,4,2,0.1086623443320343,0,Auto,1,27,8,2878,191,410804,208069,5833.75,0.9727546213183712,4,202735,0.200024,0.1926856146248284,661.6454363624013,0.2174665414805915,1,40.0
2022-01-26,22,44537,605,Self-Employed,Doctorate,0,43593,60,1,3,Mortgage,589,0.2804828311524224,2,0,0.3332295994718468,0,Home,0,24,9,2172,4344,83036,75919,3711.4166666666665,0.6358756341646697,2,7117,0.246093,0.2571688771913064,1297.89839135047,0.5084038147204716,0,56.0
2022-02-05,64,33490,634,Employed,Doctorate,39,39652,72,1,0,Mortgage,521,0.3384931905209111,1,0,0.2387241065081476,0,Auto,0,24,18,634,1651,168894,15996,2790.833333333333,0.8803666833943126,2,152898,0.237652,0.2370925592468868,1036.9241514977923,0.558229018153882,0,46.0
2022-03-01,54,38728,642,Employed,Doctorate,33,23003,72,1,1,Mortgage,308,0.2925121136169416,5,1,0.2634523819037139,0,Auto,0,20,4,867,2944,80162,46291,3227.333333333333,0.7106017283280618,4,33871,0.217003,0.2115855797468647,566.5432993911389,0.2709801588693882,0,53.0
2022-03-09,34,82361,476,Unemployed,Doctorate,9,13060,48,0,3,Rent,578,0.0937944110613998,4,1,0.4119461311278563,0,Debt Consolidation,0,31,13,693,4728,27089,44481,6863.416666666667,0.6120654623721753,6,2736,0.2700599999999999,0.3240719999999999,488.6978794097213,0.1554179108184293,0,57.0
2022-03-24,34,53532,619,Unemployed,Doctorate,12,21956,72,0,3,Mortgage,423,0.4418009378663417,6,1,0.3581040721988494,0,Other,0,30,8,1549,403,118068,26612,4461.0,0.6576485234733507,10,91456,0.227456,0.2437228880560918,583.0039891092781,0.2255108695604748,0,54.0
2022-03-30,54,48069,597,Employed,Doctorate,35,34213,72,1,0,Mortgage,290,0.3444054998722783,1,0,0.4336863324294163,0,Education,1,33,8,717,266,273178,21917,4005.75,0.8494961039888086,3,251261,0.2507129999999999,0.2343252125980184,888.9704505643949,0.29431952831914,0,58.0
2022-03-31,38,45908,641,Employed,Doctorate,16,27954,72,0,0,Mortgage,681,0.1275363515666796,3,3,0.5405035337422881,0,Debt Consolidation,0,22,1,1418,3641,45534,14168,3825.6666666666665,0.9059424911613644,11,31366,0.222454,0.1932607861861741,658.7023231646535,0.3501879384415753,0,59.0
2022-04-10,39,61227,630,Unemployed,Doctorate,15,13954,36,0,0,Other,524,0.3580243514411368,5,1,0.3154178963933214,1,Auto,0,25,14,1325,7241,42860,14080,5102.25,0.867391081171102,4,28780,0.183954,0.1790272225815468,503.7898432001618,0.2014385502866699,0,66.0
2022-05-09,41,78951,624,Employed,Doctorate,21,25899,12,1,2,Mortgage,338,0.0367850486857098,6,0,0.1714191189386872,0,Debt Consolidation,1,21,1,1187,1460,29152,240967,6579.25,0.8769795231916986,5,6993,0.178899,0.2075559772123166,2408.5167672335524,0.4174513458575905,0,56.0
2022-05-25,28,66910,566,Self-Employed,Doctorate,4,3729,36,0,0,Rent,226,0.1739696607679563,4,1,0.3960698664117609,0,Home,0,20,25,571,1516,22589,9296,5575.833333333333,0.8966954481273801,4,13293,0.205729,0.2230514393825065,143.00153439737568,0.066178723849477,1,44.8
2022-06-22,52,48343,564,Employed,Doctorate,27,25223,36,Widowed,0,Own,177,0.4119778398602919,3,0,0.3257179916812254,0,Other,0,27,18,3636,3141,96318,21129,4028.5833333333335,0.9712854890541488,4,75189,0.2282229999999999,0.2111796892688847,951.8066586634897,0.2801994064075848,1,43.2
2022-06-27,64,151905,694,Unemployed,Doctorate,40,34902,60,1,2,Own,213,0.5952584924053861,5,1,0.1429495223295033,0,Education,0,16,23,1041,2466,15585,12935,12658.75,0.7629431181604207,2,2650,0.192902,0.2199072565757373,963.7712355471972,0.0929610929631438,1,36.8
2022-07-06,51,74388,665,Unemployed,Doctorate,27,17910,48,Divorced,0,Mortgage,361,0.5121581129163212,3,2,0.0992354643999164,0,Home,0,19,6,1063,2970,121244,29461,6199.0,0.7922051170484483,2,91783,0.18041,0.1718646399529538,518.5232016917771,0.1418814650252907,1,38.400000000000006
2022-07-21,18,25872,571,Self-Employed,Doctorate,0,33683,60,1,0,Rent,300,0.2017279184640739,6,0,0.1380908923652101,0,Debt Consolidation,0,21,1,2662,1028,12376,24013,2156.0,0.9015067887908672,4,9090,0.253183,0.2648020432581796,1018.0826386961002,0.6113555838108071,0,59.0
2022-08-05,58,38673,628,Employed,Doctorate,38,40083,60,1,1,Rent,223,0.0691675980520327,3,1,0.327688669970393,0,Debt Consolidation,0,19,11,5257,1471,78706,74588,3222.75,0.742179105843372,8,4118,0.231083,0.2356811719629004,1143.0802690713565,0.4238865158859224,0,51.0
2022-08-18,47,86909,642,Employed,Doctorate,23,16852,48,0,0,Mortgage,534,0.358398652469327,1,3,0.1152681175196227,0,Debt Consolidation,0,22,29,4193,540,287129,93557,7242.416666666667,0.9164756744121832,10,193572,0.190852,0.1947589990420312,508.1185445529257,0.1438909955773867,1,33.6
2022-09-30,36,104847,610,Employed,Doctorate,13,30281,96,1,3,Rent,352,0.1588609632030484,0,2,0.1706567535375502,0,Education,0,23,25,7273,1195,410521,54077,8737.25,0.8735737433760997,12,356444,0.260281,0.2374731841121621,706.990757982334,0.1212041269257871,1,31.200000000000003
2022-12-17,41,131852,653,Self-Employed,Doctorate,19,14605,48,1,3,Mortgage,288,0.4295569660948725,4,2,0.0625068876291455,0,Debt Consolidation,0,20,17,12529,1507,14036,9988,10987.666666666666,0.5814586519190935,3,4048,0.183105,0.1636790083826892,416.6668588642469,0.0641325297027801,1,36.8
2023-03-31,33,63386,526,Employed,Doctorate,9,11544,48,0,2,Mortgage,281,0.1802369161406747,1,1,0.2252907446441689,0,Home,0,19,21,1687,231,11138,27634,5282.166666666667,0.6065436390921334,7,6794,0.243544,0.2403500499756393,376.5790239081432,0.1244903967263704,1,40.8
2023-04-21,43,49550,585,Self-Employed,Doctorate,22,62899,60,1,3,Own,479,0.242062996992411,3,0,0.233408394456516,0,Auto,0,21,18,3571,825,75084,17972,4129.166666666667,0.749704305344642,3,57112,0.275399,0.2819823217714011,1965.940960331251,0.5921148642578206,0,54.0
