ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-03-22,37,40784,618,Employed,Master,14,41465,72,1,0,Own,370,0.1743262446861453,3,0,0.2037609569235825,0,Home,0,26,27,21978,1394,197632,25549,3398.6666666666665,0.8315009890937338,4,172083,0.247465,0.2927634730946802,1228.1601646621898,0.4702315117680041,0,45.0
2018-03-29,43,100032,524,Employed,Master,21,19105,60,1,0,Mortgage,824,0.106728644103128,5,0,0.2266498679075305,1,Education,0,24,29,9197,302,49889,4301,8336.0,0.8314939467511734,6,45588,0.262105,0.209684,516.5148902524263,0.160810327525483,1,49.6
2018-03-30,33,35882,620,Employed,Master,11,9259,48,0,0,Own,257,0.1702458363341031,3,0,0.1475930047073919,0,Home,0,23,11,3552,1162,61154,91262,2990.1666666666665,0.8833715788381252,3,8266,0.194259,0.2000114779249506,281.76038720038355,0.1801773771362968,0,47.0
2018-04-05,35,15120,562,Self-Employed,Master,11,21849,84,1,0,Rent,423,0.5157266656021708,5,1,0.2386445210334251,0,Debt Consolidation,0,24,26,1874,1245,18522,14697,1260.0,0.951149524950168,5,3825,0.265849,0.2441707013922021,544.9168704597823,0.7681879924283986,0,58.0
2018-04-16,44,70881,597,Employed,Master,23,34590,48,Divorced,0,Rent,324,0.30403187309642,1,1,0.117077159340471,0,Home,0,22,19,2050,1136,3628,21804,5906.75,0.7870640617697736,8,1188,0.23109,0.2141664978094515,1078.8701894649091,0.2375028889770024,0,50.0
2018-04-21,18,87673,608,Employed,Master,0,10667,72,0,3,Mortgage,725,0.2219630213117185,4,0,0.3856831470770867,0,Auto,1,23,19,1134,551,71561,5492,7306.083333333333,0.7363489048266613,5,66069,0.221667,0.2400203909193612,280.84150732555884,0.1376717813683426,1,43.2
2018-04-24,69,76571,680,Employed,Master,49,34173,48,1,1,Rent,407,0.1586768373024463,7,2,0.216618899532913,0,Home,0,20,3,2220,3117,78008,5915,6380.916666666667,0.959075228326481,7,72093,0.189173,0.1911275958480552,1023.8112085485172,0.2242328623445195,0,46.0
2018-04-25,37,22901,525,Employed,Master,14,18493,48,1,2,Rent,288,0.0859222327796731,1,1,0.2641119559708486,0,Auto,0,25,6,3120,3491,99630,10098,1908.4166666666667,0.9247388971617914,3,89532,0.250993,0.2534033093899361,616.690288339272,0.4740528125440489,0,53.0
2018-05-03,56,15131,634,Employed,Master,30,25599,48,1,2,Rent,351,0.2426003682938966,1,1,0.3810705651994572,0,Home,1,25,5,2458,2915,73848,15145,1260.9166666666667,0.778020135748182,7,58703,0.203599,0.2283225931236707,818.1347930558546,0.9272101987092892,0,59.0
2018-05-07,28,34588,621,Employed,Master,0,18962,48,0,0,Mortgage,444,0.2153448383537081,4,0,0.2816647708675246,0,Debt Consolidation,0,36,1,8955,256,89846,11153,2882.333333333333,0.6647634811526894,3,78693,0.203462,0.2409475521345167,619.1897311280587,0.3688642527332226,0,52.0
2018-05-13,27,66417,590,Employed,Master,5,9493,48,1,3,Mortgage,408,0.644568842556894,3,1,0.1906296164057773,0,Home,0,27,17,2012,1060,112110,24837,5534.75,0.7588609525120575,9,87273,0.209493,0.1919831119533875,284.8361861202966,0.1251793100176695,1,40.0
2018-05-15,28,37558,620,Employed,Master,5,18686,60,1,0,Rent,278,0.1221470589494719,1,1,0.2197450342212391,0,Education,0,24,24,4575,1163,9316,17652,3129.833333333333,0.8532237481232183,10,2660,0.213686,0.2277135049624295,524.3153017738612,0.2563444172023625,0,49.0
2018-05-19,49,38596,499,Employed,Master,27,13078,36,1,2,Other,292,0.148254550452486,1,2,0.3877176939850358,0,Debt Consolidation,1,24,23,1121,1118,40099,121827,3216.333333333333,0.8030584112494779,6,4304,0.248578,0.2558993551055523,524.0681505529991,0.2537262360513003,0,60.0
2018-06-02,31,57105,500,Employed,Master,6,24760,36,0,3,Rent,168,0.1222252354768056,2,1,0.3289675827238538,0,Home,0,15,20,2593,129,12750,12673,4758.75,0.7130921503679093,6,1632,0.25976,0.2681013306623649,1008.3119297517228,0.2471892681380032,0,53.0
2018-06-05,31,20113,575,Employed,Master,6,27214,36,1,1,Own,347,0.2162748337056839,2,1,0.4527286073123595,0,Other,0,20,2,4698,1891,99134,46478,1676.0833333333333,0.8050181673943958,1,52656,0.224714,0.2267576093601733,1048.852877752631,0.8328063706573645,0,60.0
2018-06-06,62,52633,682,Unemployed,Master,41,13197,120,1,5,Own,347,0.2206098600903152,0,2,0.1779702798550773,1,Auto,0,22,27,4853,730,51962,68554,4386.083333333333,0.7323448370903589,9,6415,0.227197,0.2245547528960111,276.8821426280891,0.1422412880044282,0,59.0
2018-06-13,30,58238,628,Self-Employed,Master,7,15647,48,1,1,Mortgage,770,0.3295258830768796,3,1,0.1772264166734497,1,Debt Consolidation,0,31,5,8060,2519,52153,9039,4853.166666666667,0.6520002745778942,4,43114,0.196647,0.1968086253851197,473.4874039847746,0.2562218628355591,0,64.0
2018-06-26,40,177855,625,Employed,Master,18,17289,60,1,0,Mortgage,280,0.0381954413523817,3,0,0.4362052170220401,0,Education,0,24,26,3966,947,100795,5297,14821.25,0.4376470065062385,5,95498,0.209789,0.2317025527049952,489.0777211980991,0.0518902063724786,1,38.400000000000006
2018-06-30,47,163133,654,Employed,Master,27,13145,36,0,5,Mortgage,210,0.1247277421292372,2,1,0.1071683365164474,0,Education,0,27,6,687,411,85222,23228,13594.416666666666,0.8641471562710866,8,61994,0.171145,0.1960728807168578,485.8890017679324,0.0511893241785242,1,32.800000000000004
2018-07-05,48,117456,579,Employed,Master,24,17310,36,1,5,Mortgage,451,0.2410743506482596,2,0,0.1182265399768881,0,Home,0,18,24,1689,949,31979,20558,9788.0,0.7982180239988403,5,11421,0.21281,0.2188964065763324,660.0888871772578,0.1135154155268959,1,39.2
2018-07-13,25,36184,620,Employed,Master,6,38807,48,0,3,Other,210,0.7300222752172015,5,1,0.2278326411523714,0,Debt Consolidation,0,38,9,2111,611,68351,27576,3015.333333333333,0.7871618924099528,5,40775,0.223807,0.1955250823367451,1171.6784528528517,0.4582174838114696,0,53.0
2018-07-14,42,56320,603,Employed,Master,16,21883,60,1,0,Rent,653,0.1184361050740646,3,1,0.06966193937591,0,Auto,0,31,12,2478,1449,326068,11532,4693.333333333333,0.8841559886152924,4,314536,0.225383,0.2004524056328795,580.3166457165904,0.2627805353089326,1,32.0
2018-07-25,28,137635,622,Employed,Master,4,12414,48,Divorced,2,Own,285,0.4682036444396825,6,1,0.3663117190145242,0,Home,0,18,8,1133,4015,13939,5554,11469.583333333334,0.7127733371603431,5,8385,0.196414,0.1571312,349.9949757257945,0.0553633865565411,1,40.8
2018-08-05,30,35795,510,Employed,Master,6,18086,36,1,2,Rent,239,0.0966267479022237,6,0,0.4044209770522251,0,Debt Consolidation,0,22,15,1038,4134,165933,34105,2982.9166666666665,0.8111418756881282,4,131828,0.248086,0.2464074522103515,715.6642372405776,0.3200438845337877,0,52.0
2018-08-13,34,54605,614,Employed,Master,11,12604,24,0,1,Rent,462,0.5457376738243693,6,1,0.2270988899329032,0,Debt Consolidation,0,30,18,5395,399,13039,59277,4550.416666666667,0.8394215468961569,4,3640,0.180604,0.1572290460425053,615.463594081527,0.2367835020415405,1,40.0
2018-08-19,31,32777,537,Employed,Master,9,27822,60,Divorced,2,Mortgage,392,0.3132684195484376,4,2,0.2064896020291528,0,Education,1,21,15,4771,4937,120149,5740,2731.4166666666665,0.8247088104386914,6,114409,0.264322,0.2260003462978678,777.9351424619464,0.4283254022498506,0,55.0
2018-08-25,18,15885,551,Employed,Master,0,35284,84,0,0,Other,264,0.2965692524382257,6,2,0.5418069239545946,0,Home,0,23,27,2316,3975,302488,23662,1323.75,0.8481466640486499,1,278826,0.284784,0.3252974997117367,1069.5813582736496,1.007426899545722,0,54.0
2018-08-30,38,42209,582,Self-Employed,Master,16,29658,48,Divorced,0,Rent,395,0.2847731321367094,3,1,0.1850249718928613,0,Education,0,36,1,794,524,116610,14222,3517.4166666666665,0.9119749910208136,7,102388,0.233658,0.2439535391069458,973.3988690683142,0.3890351922296138,0,54.0
2018-08-31,46,99222,450,Employed,Master,24,44563,120,1,1,Own,281,0.3917764046951245,1,0,0.2191393300069593,0,Debt Consolidation,0,32,21,8172,1353,20670,6849,8268.5,0.6635489236069669,5,13821,0.374563,0.4200912583711408,1585.5685649625368,0.2257445201623676,0,51.0
2018-09-12,21,69356,589,Self-Employed,Master,0,18957,72,Widowed,1,Mortgage,530,0.3392535184817753,3,0,0.4834832689131746,0,Education,0,11,16,1945,769,9667,61996,5779.666666666667,0.9313762919629602,1,2166,0.239457,0.2175211856921156,473.5307313060402,0.1736312471260234,0,59.0
2018-09-16,45,81867,632,Employed,Master,20,35991,36,1,0,Other,390,0.2243919717998011,1,0,0.291202109838133,0,Education,0,31,13,1014,1142,24707,4629,6822.25,0.9615760878406742,1,20078,0.204991,0.2231088494343096,1380.307790220469,0.2594903133453727,0,48.0
2018-09-20,18,160729,555,Employed,Master,0,22942,48,Widowed,2,Other,179,0.0437097902051561,3,0,0.2869856288516537,0,Other,0,18,1,4814,1667,58602,10820,13394.083333333334,0.9122160226640194,4,47782,0.240442,0.2640579814663558,778.7893623796523,0.0715083920671181,1,42.400000000000006
2018-10-03,45,90083,581,Employed,Master,25,27462,36,0,4,Own,433,0.4521564849934903,1,1,0.3213442693713205,0,Education,0,23,23,1362,596,72026,43396,7506.916666666667,0.9165326806528412,3,28630,0.221962,0.197088688486589,1016.5172026872266,0.1930908876507966,1,43.2
2018-10-04,42,28481,632,Unemployed,Master,17,12820,36,1,0,Rent,412,0.0914950280432423,4,0,0.414573853629521,0,Debt Consolidation,0,20,27,2701,3032,13578,6641,2373.4166666666665,0.8107380803105276,9,6937,0.18182,0.1481006309757712,443.2180125642318,0.360332016107959,0,57.0
2018-10-05,32,16274,597,Employed,Master,11,15725,36,Widowed,1,Mortgage,503,0.2830381832097021,2,1,0.5140464303912863,0,Debt Consolidation,0,21,4,3453,1134,317610,19193,1356.1666666666667,0.5660694993145542,3,298417,0.202225,0.2027562398796989,586.6080734273089,0.8034470247712736,0,57.0
2018-10-09,47,72434,613,Employed,Master,26,10034,72,1,4,Own,839,0.217422470527538,2,1,0.1789421979186,0,Education,0,15,24,15952,207,36020,29176,6036.166666666667,0.4800244145954941,5,6844,0.2185339999999999,0.2097953300905161,246.07372130416945,0.179762054499959,1,37.6
2018-10-18,37,98074,620,Employed,Master,16,16112,60,1,3,Own,495,0.4833771184525332,1,0,0.4067297521255082,0,Other,0,22,6,6384,1472,33453,43942,8172.833333333333,0.7927681781458709,6,3853,0.211112,0.2221234465002956,446.9433286927376,0.1152529716776398,1,44.0
2018-10-20,32,39808,619,Employed,Master,7,18027,60,1,3,Rent,365,0.074351710109728,2,1,0.2451303995104611,0,Auto,0,29,20,6266,1722,40123,10880,3317.333333333333,0.6424503204515528,4,29243,0.213527,0.1708216,448.8141479313021,0.2453217889664295,1,39.2
2018-11-08,53,35808,611,Employed,Master,33,53571,24,1,1,Rent,268,0.3151604320864324,1,1,0.297502655757911,0,Other,0,29,29,1099,790,100845,38596,2984.0,0.8450958034164026,0,62249,0.223071,0.2410449367837426,2835.1522454662763,1.0399303771669828,0,48.0
2018-11-09,49,61971,494,Self-Employed,Master,26,24754,108,1,0,Rent,879,0.5205736940555182,2,3,0.2329192337367846,0,Home,0,23,12,965,359,103736,3795,5164.25,0.8140619277645225,9,99941,0.322754,0.2867088269926141,641.5218098052745,0.2944322621494456,0,54.0
2018-11-19,30,27888,530,Unemployed,Master,8,25677,48,0,2,Rent,777,0.0907458810819109,4,1,0.3999173985439089,0,Home,0,19,21,3254,115,61835,14281,2324.0,0.6497593377447294,6,47554,0.255677,0.2556484744845046,859.484834618139,0.7041673126584074,0,58.0
2018-11-29,40,25013,563,Employed,Master,19,29653,36,1,2,Mortgage,136,0.5360289479099881,5,2,0.7575036133519772,0,Education,0,23,22,4186,303,65301,28925,2084.4166666666665,0.7530068087765387,6,36376,0.2331529999999999,0.2535971410535286,1184.6468764503268,0.6335810385561077,0,61.0
2018-12-16,37,86286,589,Employed,Master,12,9686,24,0,0,Mortgage,687,0.0360132151671891,2,1,0.1236572939894225,0,Debt Consolidation,0,23,18,3645,571,357294,67529,4153.0,0.6103979368477833,6,289765,0.190186,0.2282232,506.433812297145,0.2873666776540199,1,33.6
2018-12-17,43,46001,476,Employed,Master,22,55889,36,1,1,Own,239,0.1658892774876587,7,2,0.1183994111699756,0,Home,0,26,12,5012,437,18356,75930,3833.4166666666665,0.7103613067430398,1,8639,0.3028889999999999,0.3121335512360145,2409.87100636202,0.6909948061203939,0,50.0
2019-01-07,45,126823,460,Employed,Master,20,21640,60,1,3,Rent,429,0.1640290561894337,1,0,0.0509531804526011,1,Education,1,18,4,12681,2976,15657,7751,10568.583333333334,0.834052716884275,7,7906,0.29664,0.3248039025032838,733.4517144318323,0.1099912521638976,0,68.0
2019-01-11,30,58410,618,Employed,Master,7,33096,108,1,3,Other,187,0.4617702872808376,3,1,0.3675819303355213,0,Home,0,22,15,2358,210,59893,12503,4867.5,0.6695507404201111,0,47390,0.269096,0.2651800541576536,807.5692460089549,0.2043285559340431,0,52.0
2019-01-16,29,35052,506,Employed,Master,9,14359,84,Widowed,0,Own,516,0.415672173363491,1,3,0.2462711783025159,0,Home,0,27,13,3494,171,178279,1516,2921.0,0.8943837450192434,3,176763,0.286359,0.3093838507483284,419.6663191804123,0.3203239709621405,0,50.0
2019-01-20,30,119257,521,Employed,Master,9,49386,60,0,1,Mortgage,425,0.397727050146264,4,1,0.4421428416353963,0,Debt Consolidation,0,22,14,1524,4180,160193,176809,9938.083333333334,0.7589344846337112,1,6861,0.293886,0.3382061722069652,1715.6091410574552,0.2153945654568659,0,55.0
2019-01-28,24,21210,572,Employed,Master,3,23434,60,1,3,Mortgage,385,0.6319312227532125,4,1,0.1396741010153708,0,Home,0,25,18,519,446,31696,10550,1767.5,0.7987586972829042,4,21146,0.242434,0.2519140394483219,690.4510009676773,0.6084588407172149,0,54.0
2019-01-31,34,27349,484,Unemployed,Master,9,47668,108,1,2,Mortgage,396,0.7296453193456595,5,0,0.0407752080395278,0,Home,0,24,1,42091,1261,153976,26773,2279.083333333333,0.8337848784132298,5,127203,0.350668,0.3008152631432475,1283.470365205548,0.7369060800199851,0,57.0
2019-02-03,38,86622,627,Employed,Master,13,23891,84,1,0,Rent,338,0.2318107367879083,6,2,0.4487374828848818,1,Debt Consolidation,0,35,24,2082,1579,110529,33445,7218.5,0.8952676859734487,4,77084,0.235391,0.2419115948921702,592.4204354519395,0.1288938748288342,0,62.0
2019-02-06,32,83854,597,Employed,Master,9,29295,72,Divorced,2,Own,546,0.4176882134420199,3,1,0.132286721126757,0,Debt Consolidation,0,33,9,18797,1275,25640,70511,6987.833333333333,0.8558835888592573,6,7686,0.2457949999999999,0.196636,695.9973747649169,0.1777371204376535,1,40.8
2019-02-08,40,29436,561,Unemployed,Master,19,48570,24,1,0,Mortgage,286,0.4510439702644925,7,0,0.1875357491361143,0,Debt Consolidation,0,25,7,5928,1842,18180,4725,2453.0,0.7718180472014191,4,13455,0.2430699999999999,0.2554915489019365,2605.656480413052,1.1788244926266007,0,57.0
2019-03-05,52,25587,630,Employed,Master,30,25204,24,Divorced,1,Rent,180,0.4219178562377181,2,0,0.2945696098510951,0,Debt Consolidation,0,23,16,1454,2030,61945,109774,2132.25,0.901107897641857,6,9898,0.185204,0.1825381083260579,1261.3801503692926,0.6759902217700985,0,52.0
2019-03-17,44,55812,612,Employed,Master,22,4719,60,1,0,Mortgage,563,0.4136608499895056,4,0,0.1048489389875748,0,Home,0,29,12,1292,632,83237,10129,4651.0,0.6809507163915436,8,73108,0.2037189999999999,0.2328857692058624,133.81440195374515,0.1498203401319598,1,36.8
2019-03-25,33,75623,589,Employed,Master,9,23836,120,0,0,Rent,512,0.2406682149508922,3,2,0.1606900294521793,0,Auto,0,24,3,6442,1325,51517,24300,6301.916666666667,0.8508194938564455,5,27217,0.284336,0.2503975108375846,542.9203544970309,0.1673967477350061,0,53.0
2019-03-29,28,106388,518,Unemployed,Master,6,30056,36,1,0,Rent,491,0.2590619986901037,4,1,0.2564868515415101,0,Auto,0,21,4,1153,1517,48469,28918,8865.666666666666,0.644515356513848,8,19551,0.256056,0.2774222452558466,1239.0420164958048,0.1951395288749638,0,57.0
2019-04-01,30,86748,513,Employed,Master,4,18720,72,0,3,Rent,146,0.1715754384332071,3,0,0.08690877042281,0,Debt Consolidation,0,25,17,182,266,61498,12825,7229.0,0.9294939703163776,3,48673,0.27722,0.2848032744803894,544.9647868234059,0.0955823470498555,1,38.400000000000006
2019-04-07,40,97910,649,Employed,Master,22,7644,48,1,3,Other,371,0.4618859481438638,1,0,0.0876916486076484,0,Home,0,24,11,1116,1259,12146,3612,8159.166666666667,0.809125362570673,3,8534,0.178144,0.1425152,209.84931058894625,0.0711897837510709,1,37.6
2019-04-13,49,38114,627,Employed,Master,27,33773,36,1,0,Own,1427,0.3497064472571531,5,0,0.5372822267206319,0,Auto,0,26,15,1235,1895,21304,34214,3176.1666666666665,0.9427116026766884,7,1759,0.205273,0.2005539534645748,1256.0791607347974,0.8447538943384995,0,56.0
2019-04-14,33,64403,639,Employed,Master,9,23505,36,0,0,Rent,212,0.1930182112576028,4,0,0.2035276252916037,0,Auto,0,26,25,1759,771,93661,7187,5366.916666666667,0.8280271382652139,5,86474,0.189005,0.198807090581844,872.1020035608681,0.2019971747081722,1,36.8
2019-05-02,32,28323,614,Employed,Master,10,31063,108,0,4,Own,262,0.3128855185561758,6,0,0.1417452730233073,0,Home,1,23,28,673,665,26021,47600,2360.25,0.8980248467603749,4,9714,0.269063,0.2579786583832811,742.4443941028983,0.4255669501548134,0,55.0
2019-05-15,23,59756,574,Employed,Master,3,56189,120,1,0,Mortgage,436,0.2794611556523381,2,0,0.2810431165231989,0,Home,0,26,4,1917,7021,25082,3162,4979.666666666667,0.9371264742689835,8,21920,0.324189,0.3598810234169809,1735.1594452664967,0.4360049759555184,0,55.0
2019-05-21,34,28500,591,Employed,Master,11,38093,12,0,4,Rent,321,0.0264063968734989,5,1,0.642748087301419,0,Education,0,25,8,1111,4652,41809,5950,2375.0,0.7703111130639557,4,35859,0.207593,0.2136156199520292,3553.596481289253,1.6314090447533696,0,60.0
2019-05-22,32,19063,526,Self-Employed,Master,7,21023,36,1,1,Mortgage,581,0.198692276008083,4,0,0.1057586449982261,0,Debt Consolidation,0,32,27,2824,720,159461,51159,1588.5833333333333,0.813251473611134,4,108302,0.243023,0.250195788178473,836.0885283180779,0.8920454461426289,0,50.0
2019-05-24,40,72965,595,Employed,Master,18,72007,48,1,3,Own,565,0.0900775967754083,5,0,0.0540486679596245,0,Debt Consolidation,0,22,5,209,1221,23432,15591,3276.1666666666665,0.7690236018442742,5,7841,0.269507,0.281385457290989,2515.310237998127,0.9402178067858148,0,51.0
2019-05-26,43,84512,535,Employed,Master,19,35305,12,0,0,Rent,706,0.3112213362650878,4,1,0.4061579604304749,0,Home,0,23,27,450,4370,228205,6394,7042.666666666667,0.7752483028727222,4,221811,0.232805,0.2203461405547585,3304.937742225568,0.5695197475708398,1,40.8
2019-05-31,49,47130,630,Employed,Master,26,26376,60,0,0,Rent,778,0.141497628085897,6,1,0.2523693190119153,0,Auto,0,29,18,3499,514,24128,6835,3927.5,0.8866495254443433,4,17293,0.216376,0.1919413326920836,687.0285364829763,0.3730180869466521,0,49.0
2019-06-01,46,35985,558,Self-Employed,Master,21,20048,96,1,2,Mortgage,230,0.2340832165366586,2,4,0.0292530881135653,0,Debt Consolidation,0,24,8,3134,4157,33938,80978,2998.75,0.6593891286184653,2,2962,0.276048,0.2576611439666251,494.8438260666797,0.2417153234069794,0,55.0
2019-06-02,28,30967,516,Employed,Master,6,45849,36,0,2,Rent,270,0.4315259005342352,4,0,0.6007495748202167,0,Auto,0,24,22,3825,8795,61026,4630,2580.583333333333,0.6645325072952404,10,56396,0.272849,0.3274188,2015.8530619159264,0.8857892835273393,0,58.0
2019-06-14,29,95344,527,Employed,Master,10,28097,84,1,3,Rent,378,0.1028818206622251,6,0,0.5913436314158297,0,Auto,0,23,14,1494,505,45262,33833,7945.333333333333,0.9275018328399004,4,11429,0.289597,0.3055478759447551,813.8858033357851,0.1500107992115856,0,56.0
2019-06-19,32,40310,544,Self-Employed,Master,11,23512,36,0,0,Other,426,0.4365147025522444,1,3,0.5848946889676256,0,Other,0,26,24,859,385,47499,18706,3359.1666666666665,0.931674202991431,9,28793,0.236512,0.2601593788733592,947.5127004932174,0.4088849517717343,0,63.0
2019-06-24,33,28122,483,Employed,Master,12,10204,36,1,2,Rent,510,0.7002971758897303,5,1,0.3225892108280294,0,Other,0,30,13,2452,272,72120,139053,2343.5,0.7736022515183425,1,10791,0.253704,0.2607619652038013,411.53978241451466,0.3932322519370662,0,58.0
2019-06-27,46,51051,584,Employed,Master,23,11511,36,1,4,Other,235,0.3534867035880573,1,0,0.0911286182124249,0,Education,0,21,3,766,2025,116746,100689,4254.25,0.7465397841896246,5,16057,0.204511,0.2103441702533623,433.8811377212528,0.1572265705403426,0,53.0
2019-06-30,30,28620,504,Employed,Master,7,21662,60,0,4,Mortgage,389,0.389013490546036,3,0,0.2777524632463959,0,Debt Consolidation,0,27,17,5290,2957,419060,29474,2385.0,0.8180897668761927,6,389586,0.2746619999999999,0.284158483081393,679.9089843576113,0.4481798676551828,0,48.0
2019-07-03,44,100980,643,Employed,Master,22,36042,36,0,1,Mortgage,370,0.3072519069591336,3,0,0.1554017211978428,0,Education,0,21,23,4140,289,67560,42694,8415.0,0.7888156997529607,8,24866,0.199542,0.1826612470732836,1307.8213389463583,0.1993845916751465,1,36.8
2019-07-06,38,48832,635,Employed,Master,15,43903,60,0,3,Rent,580,0.0230172174547242,3,1,0.3782274677956486,0,Debt Consolidation,0,22,21,2097,7708,46623,6710,4069.3333333333335,0.8799317495139735,8,39913,0.231403,0.2498458387372414,1288.2143884266222,0.4590959342463849,0,51.0
2019-07-07,54,274161,595,Employed,Master,31,28413,60,0,2,Mortgage,206,0.5079135660924881,3,1,0.5100979931095507,0,Other,0,20,24,4054,7205,89696,4332,22846.75,0.8911093576883087,3,85364,0.2359129999999999,0.2023812444574068,756.5402747224744,0.0421302931367688,1,44.0
2019-07-09,44,44780,585,Unemployed,Master,22,35756,60,0,1,Rent,684,0.5265979169466558,2,1,0.2574751619931346,0,Other,0,28,21,827,1400,151595,27402,3731.6666666666665,0.6999845527134483,6,124193,0.248256,0.2702994672927706,1092.4612500725334,0.4760503573218044,0,53.0
2019-07-18,36,65087,583,Employed,Master,13,16824,72,0,0,Mortgage,695,0.3600194938494835,4,1,0.5490615745140796,0,Home,0,35,9,2463,702,122406,16042,5423.916666666667,0.6672509909927687,7,106364,0.240324,0.2334685706130261,436.2758763533536,0.2085717657326385,1,44.0
2019-07-19,54,171153,548,Employed,Master,27,19780,84,1,2,Mortgage,447,0.2288282958792177,2,1,0.1850959424223552,0,Home,0,20,3,4124,747,72517,24131,14262.75,0.695876492414773,5,48386,0.27078,0.2733410158676325,530.5552660768587,0.0685390451404433,1,40.8
2019-07-23,18,227026,570,Employed,Master,0,21516,60,Divorced,0,Rent,357,0.26717556075647,1,1,0.1172100437369657,1,Debt Consolidation,0,20,27,1273,241,7370,17832,18918.83333333333,0.8605271988740972,2,5641,0.241516,0.2441451034405381,624.1590718702527,0.0518614998389745,1,48.0
