ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-02-14,22,15561,500,Employed,High School,1,20169,36,0,2,Rent,346,0.1042237707058156,6,0,0.3745583771833413,0,Debt Consolidation,0,25,13,1929,1463,16965,5913,1296.75,0.5982463066451033,4,11052,0.255169,0.2423902998160025,793.8209078280751,0.8789827706405052,0,55.0
2018-02-15,31,105957,530,Employed,High School,7,53987,72,0,0,Other,399,0.0464504455465448,0,0,0.6210591922536411,0,Auto,0,31,16,4218,208,165299,69541,8829.75,0.5251864971506883,3,95758,0.303987,0.3267509877777587,1718.3773131502862,0.2398003695631571,0,54.0
2018-02-16,34,82887,545,Employed,High School,13,20996,84,Divorced,2,Other,471,0.3740170430031402,2,0,0.1515959478647919,0,Other,0,19,8,16502,1246,17748,117394,6907.25,0.9049310272334222,2,4958,0.273496,0.279583208405156,571.7878722615751,0.1509700491891237,0,50.0
2018-02-18,44,105639,627,Employed,High School,20,20409,108,Widowed,0,Rent,387,0.2821744664134705,1,4,0.3270783966346243,0,Home,0,22,21,3379,5476,165235,22300,8803.25,0.6232275668280846,5,142935,0.251909,0.2637402272037486,495.9515749423792,0.1002983642339339,0,46.0
2018-02-19,18,58342,519,Employed,High School,0,10077,24,0,3,Mortgage,592,0.1592144927585534,3,0,0.1928691558716403,0,Debt Consolidation,0,20,7,5076,230,25120,15562,4861.833333333333,0.9495358925293532,8,9558,0.225577,0.260699050163498,543.2493604262762,0.2335023195145061,0,50.0
2018-02-23,47,124086,631,Employed,High School,27,36798,24,Widowed,3,Mortgage,713,0.2244822886310728,6,1,0.3397144748555306,0,Auto,0,27,24,3281,1704,32072,21593,10340.5,0.7159631549303098,6,10479,0.196298,0.1676517991879249,1815.227227787432,0.2444975801738244,1,39.2
2018-03-03,37,38513,600,Self-Employed,High School,16,21225,48,Divorced,2,Rent,373,0.5186353659043479,2,0,0.1684358288403604,0,Education,0,22,29,1458,340,44836,28653,3209.4166666666665,0.8752034217599216,4,16183,0.216225,0.2311041625309269,681.5771431207845,0.3285884173512688,0,52.0
2018-03-05,25,15000,576,Employed,High School,1,18177,48,0,0,Mortgage,528,0.2733122633825723,6,1,0.2360832262016053,0,Home,0,25,3,5689,1111,99036,274582,1250.0,0.8687197721258745,3,1077,0.225177,0.2198549053492861,572.5428040888214,0.8804342432710571,0,57.0
2018-03-12,44,19924,535,Employed,High School,20,21767,48,1,0,Mortgage,495,0.2453260140229627,3,0,0.3843523709782191,0,Education,0,32,19,21032,1679,22711,8051,1660.3333333333333,0.8144556737015609,8,14660,0.249267,0.2991204,782.6292869929284,0.7695016785743396,0,56.0
2018-03-15,58,35372,612,Employed,High School,38,25313,24,1,1,Mortgage,424,0.291020375896654,3,0,0.4043888356972662,0,Education,0,20,26,2811,3235,123931,4752,2947.6666666666665,0.8572348846551523,3,119179,0.1943129999999999,0.1969996578311956,1284.618306282223,0.5796511273150141,0,50.0
2018-03-23,44,15000,588,Employed,High School,23,26563,48,1,0,Mortgage,378,0.3089276425404629,3,3,0.2981084080452126,0,Home,0,24,21,1357,2246,496594,22556,1250.0,0.8808597634247228,6,474038,0.227563,0.2098160677696806,822.2789887950337,0.9602231910360268,0,48.0
2018-03-26,30,42752,517,Employed,High School,4,14379,36,1,2,Rent,363,0.3577786360795207,3,0,0.2975879340693383,0,Auto,0,18,2,6094,1404,172820,26438,3562.6666666666665,0.816055799105247,4,146382,0.240879,0.239661811526782,563.8738944216548,0.2601629568923058,0,53.0
2018-03-31,46,32781,623,Employed,High School,22,17468,60,1,1,Other,1180,0.0874823837188859,4,0,0.0937773219549579,0,Debt Consolidation,0,23,19,7428,2122,299192,4938,2731.75,0.6609536549602993,2,294254,0.210968,0.2320653232549298,494.5061263795844,0.6129792720342581,0,41.0
2018-04-03,31,22359,524,Employed,High School,11,26889,48,1,2,Mortgage,216,0.2211316958194412,5,1,0.4552599311322595,0,Auto,0,14,8,24764,3578,131521,46881,1863.25,0.8538791924339512,4,84640,0.259889,0.2407135350402262,877.6917767367678,0.586980693270773,0,57.0
2018-04-10,37,44000,539,Employed,High School,13,28714,60,1,3,Rent,457,0.4141824374841434,3,1,0.1999940926692494,0,Home,0,10,29,5872,2939,331208,29418,3666.6666666666665,0.946449956266186,8,301790,0.264214,0.2441737483948041,833.0142733198009,0.3518220745417639,0,46.0
2018-04-11,23,81554,509,Employed,High School,4,35101,72,1,1,Rent,519,0.3579209013937276,5,0,0.2943235497801772,0,Home,0,23,24,3233,1955,84421,14641,6796.166666666667,0.8231243849036931,5,69780,0.295601,0.3165122753604206,1093.628675336426,0.237285039409926,0,49.0
2018-04-20,39,29900,536,Employed,High School,17,23396,72,0,3,Mortgage,589,0.1038206712651684,3,0,0.1858154591411437,0,Debt Consolidation,0,28,4,470,2353,23801,36682,2491.6666666666665,0.9365135983784778,6,2585,0.2703959999999999,0.2994520375102945,703.022859665007,0.51853760254114,0,54.0
2018-04-23,40,40722,558,Employed,High School,18,31637,120,1,2,Own,269,0.1727113925422437,5,2,0.1438867784578108,0,Auto,0,22,9,9140,398,141270,20184,3393.5,0.8019917617833859,4,121086,0.307637,0.3027985474321377,840.5550282755453,0.326964793951833,0,47.0
2018-04-29,53,37405,626,Employed,High School,30,15770,48,1,0,Mortgage,442,0.2279538059258588,3,0,0.2996445580910432,0,Debt Consolidation,1,22,19,14266,762,15028,29045,3117.083333333333,0.8538652603658562,3,4530,0.19777,0.2061054309744192,485.0316359934904,0.2974035458340298,0,56.0
2018-05-01,49,44775,574,Employed,High School,28,20270,48,Divorced,4,Mortgage,228,0.1537465730129016,3,0,0.1961324000931501,0,Education,0,28,7,3070,1348,31257,64801,3731.25,0.84456748953186,5,8511,0.22827,0.2196043266803594,638.1928593137129,0.2321454899333234,0,51.0
2018-05-09,41,65180,551,Employed,High School,16,15086,72,1,2,Mortgage,323,0.2629592287911378,1,0,0.1893285066405936,0,Debt Consolidation,0,24,26,562,1662,64928,61849,5431.666666666667,0.5761223937843625,7,3079,0.254586,0.2326246575872104,390.4395277269173,0.1313481793912704,1,40.0
2018-05-12,40,42717,585,Employed,High School,14,41561,24,Divorced,3,Other,326,0.3800835716089359,2,1,0.252630803759783,0,Home,0,21,24,489,759,48731,10782,3559.75,0.6584504522019998,3,37949,0.2240609999999999,0.2140001983452904,2143.813798122449,0.6938166438998383,0,53.0
2018-05-17,30,33101,539,Employed,High School,7,29824,60,1,0,Rent,358,0.1847873399309997,3,0,0.1637510519359936,0,Education,0,17,19,2548,1004,220116,8784,2758.4166666666665,0.9113831973407766,0,211332,0.265324,0.2389714754694289,856.1962596946144,0.4401786990222462,0,46.0
2018-05-18,36,44364,439,Employed,High School,10,5538,36,Divorced,1,Mortgage,313,0.3314445993974999,3,1,0.3018415197190495,0,Other,0,26,12,2471,764,203672,8223,3697.0,0.8680864326045541,7,195449,0.271038,0.2562125018508351,222.0136237945848,0.1447156136853083,1,40.8
2018-05-20,25,139954,439,Unemployed,High School,3,40858,48,0,0,Rent,293,0.1728898066948234,1,0,0.4489110385391811,0,Auto,0,28,22,427,1429,51633,5937,11662.833333333334,0.5887569424712554,2,45696,0.316358,0.3124454576901247,1500.8545233870482,0.1538094965534717,0,56.0
2018-05-22,55,113523,643,Employed,High School,33,10990,60,1,0,Own,427,0.3060192614473559,4,2,0.2217120257217952,0,Auto,0,25,18,4279,2107,130005,17536,9460.25,0.8653741651174964,4,112469,0.19449,0.2038890207086711,293.5510189961893,0.0761661709781654,1,35.2
2018-05-24,42,46717,520,Employed,High School,21,20915,60,Divorced,4,Other,616,0.3926780588481041,4,2,0.4418981690673736,0,Auto,0,25,20,1085,2885,8920,11975,3893.0833333333335,0.9889078460701592,1,3094,0.265915,0.2457024490774915,608.624593648303,0.3145641869935919,0,57.0
2018-05-25,43,56613,564,Employed,High School,19,25148,36,0,0,Mortgage,340,0.5136588368001973,5,1,0.4353465580683332,0,Home,0,20,3,4138,1730,226679,47469,4717.75,0.5005037363000974,8,179210,0.228148,0.241327041378289,988.3808662665645,0.2815708476003528,0,56.0
2018-06-09,47,25819,587,Self-Employed,High School,25,12824,36,1,0,Rent,103,0.6251110136059772,2,2,0.2019140922561381,0,Debt Consolidation,0,30,5,1622,1914,63582,13848,2151.583333333333,0.7311656082725878,6,49734,0.204324,0.1821822317409338,465.0233901800585,0.2640025052155661,0,61.0
2018-06-11,49,30032,594,Employed,High School,28,5789,24,0,0,Mortgage,148,0.3107083947287454,3,4,0.6043856643408314,0,Debt Consolidation,0,32,1,1632,524,87958,20361,2502.6666666666665,0.916058478710454,7,67597,0.1837889999999999,0.1951435199276996,293.2641924268633,0.1763176048588958,0,61.0
2018-06-14,51,91953,618,Employed,High School,29,21715,48,1,5,Rent,264,0.2848807974783398,2,1,0.5055457486130079,0,Debt Consolidation,0,30,4,2879,4094,33213,16233,7662.75,0.8565896611314722,10,16980,0.207715,0.1910068472786552,650.4353504324093,0.1193351408348712,1,45.6
2018-06-15,44,22237,609,Employed,High School,23,33644,60,Divorced,1,Rent,816,0.0834704033900283,3,0,0.4714725437536073,0,Home,0,28,21,1967,2124,64119,23197,1853.0833333333333,0.74758521576362,3,40922,0.234144,0.2263112636023082,941.3235674849936,0.948324090921434,0,54.0
2018-06-18,37,36562,553,Employed,High School,14,38934,48,1,0,Own,782,0.2712565461457211,4,0,0.3734549246387511,0,Home,1,26,11,636,1405,2612797,9589,3046.833333333333,0.4920743255317542,4,2603208,0.257434,0.2217851625245951,1230.4340525540445,0.6605002087043524,1,42.400000000000006
2018-06-21,30,50657,591,Employed,High School,4,20536,48,1,2,Mortgage,638,0.3076862262550148,7,2,0.0611514659954466,0,Auto,0,27,14,20114,475,124093,16677,4221.416666666667,0.6961833476119678,11,107416,0.220036,0.1959136080494626,620.4555409479389,0.2981121363557902,0,46.0
2018-06-23,44,99138,524,Employed,High School,19,23007,48,0,4,Rent,472,0.2540217479680924,2,2,0.2485996001451692,0,Auto,0,25,24,2596,152,10777,42553,8261.5,0.7571087604821021,6,1156,0.256007,0.2443425028249835,755.6043743495422,0.1485934000302054,1,40.8
2018-06-28,36,44377,558,Employed,High School,13,11938,36,1,3,Rent,215,0.4871413459689579,1,1,0.172368674875069,0,Debt Consolidation,0,23,19,2782,1457,59951,7527,3698.0833333333335,0.8448341979999824,2,52424,0.217938,0.2104055154034537,450.01354973535626,0.1798265452109037,1,40.0
2018-07-07,39,47910,515,Employed,High School,15,25068,24,1,3,Mortgage,447,0.119513307240929,4,0,0.0213720313254242,0,Education,0,17,10,3131,2447,68899,11745,3992.5,0.830638544989031,2,57154,0.242568,0.2391979956648563,1324.369438268233,0.4436742487835273,0,48.0
2018-07-08,29,37709,557,Employed,High School,8,27440,60,1,1,Own,435,0.4760696725312704,5,1,0.4629774584414892,0,Debt Consolidation,1,25,9,1785,543,9716,16781,3142.4166666666665,0.7397602744952096,5,4672,0.25394,0.304728,895.7625781123185,0.4234838085695144,0,65.0
2018-07-12,42,54202,553,Unemployed,High School,20,12176,60,0,0,Rent,292,0.1763074530890557,8,1,0.0518711996149119,1,Auto,0,22,9,4326,727,39483,98490,4516.833333333333,0.8493880497599409,8,4212,0.240676,0.2390079793513072,349.5780008176501,0.142041548463374,0,65.0
2018-07-17,41,29020,583,Employed,High School,16,16570,60,1,2,Mortgage,158,0.2277590061052535,2,1,0.1737664767520638,0,Home,0,23,4,713,862,22214,10612,2418.333333333333,0.9384970548532756,5,11602,0.23007,0.2319091366619266,468.9354160461152,0.2592427633546996,0,55.0
2018-07-23,52,91077,550,Employed,High School,27,37597,36,0,4,Other,917,0.1093319496441065,1,2,0.1155737778099784,0,Home,0,22,4,3363,431,17299,34929,7589.75,0.8957328473623475,6,5342,0.2475969999999999,0.2917773553027493,1579.166586928455,0.3288865360424856,0,51.0
2018-07-24,23,17270,593,Employed,High School,0,28352,36,0,2,Own,858,0.3652840764368677,5,2,0.2443503106211836,0,Home,0,24,29,24249,1912,38825,12998,1439.1666666666667,0.3816037498559934,3,25827,0.216852,0.2081576912327205,1065.4835388311126,1.336525910015828,0,54.0
2018-07-26,46,44523,613,Unemployed,High School,23,12648,96,1,3,Mortgage,90,0.153657113448369,2,0,0.4228086860980984,0,Home,0,30,28,2266,1008,25164,36282,3710.25,0.7801071390232356,4,6932,0.2411479999999999,0.255169233101834,310.0847435991121,0.1078322872041269,0,56.0
2018-07-27,46,40998,576,Employed,High School,26,29172,48,0,1,Mortgage,463,0.1263456167828552,3,2,0.7110837126016447,0,Debt Consolidation,0,23,18,2493,1858,16901,30888,3416.5,0.4978172523342333,5,7970,0.236172,0.2459671028204983,960.7096341553024,0.4167158302810778,0,58.0
2018-08-01,51,16619,617,Employed,High School,29,22186,48,Widowed,5,Rent,236,0.2814973113910139,5,2,0.0923775684443923,0,Home,0,23,20,10910,2098,54770,43575,1384.9166666666667,0.7843475856359179,3,11195,0.208686,0.2159272323019583,694.0975599191905,0.6715909933828922,0,49.0
2018-08-02,47,30548,490,Employed,High School,25,22280,84,1,0,Own,920,0.0219195364517921,1,1,0.2121940899911138,0,Other,0,28,26,1701,2417,21711,29011,2545.6666666666665,0.711992803188666,2,6851,0.30228,0.3115623202919041,654.4659852730042,0.618488667777794,0,52.0
2018-08-03,36,108416,604,Unemployed,High School,9,60460,72,1,0,Own,292,0.3449637152710574,2,1,0.1838290160975602,0,Debt Consolidation,0,22,25,48211,772,67394,5965,9034.666666666666,0.8715322121515355,3,61429,0.27346,0.2276942600447083,1546.8605739872908,0.2035338592813559,0,47.0
2018-08-06,37,20882,566,Employed,High School,14,23838,48,Divorced,2,Mortgage,671,0.1278379308546393,3,2,0.2458156813281793,0,Home,0,24,25,2011,536,144098,56021,1740.1666666666667,0.7844869387345216,7,88077,0.235838,0.2183961233627674,748.9677587509717,0.8159952641036137,0,51.0
2018-08-09,67,29708,626,Unemployed,High School,42,44904,108,Divorced,1,Rent,631,0.3895091098283876,6,0,0.1390383949919657,0,Debt Consolidation,0,16,11,1303,5039,98472,15326,2475.6666666666665,0.7511872487094747,8,83146,0.276904,0.3310455667053086,1307.9855698080833,0.7832175453647839,0,50.0
2018-08-15,40,37426,601,Employed,High School,19,38810,24,0,0,Mortgage,153,0.4950801071880365,3,0,0.2736874454580693,0,Home,0,12,25,6120,1145,171618,1466,3118.833333333333,0.6122977615148223,2,170152,0.2133099999999999,0.2112530049275279,1996.6664745119165,0.6892533985502858,0,47.0
2018-08-17,31,34589,445,Employed,High School,10,91631,60,1,3,Rent,285,0.4479217256116706,2,1,0.0712589500448839,0,Debt Consolidation,0,29,16,1428,1002,72147,55009,2882.4166666666665,0.913455211747474,3,17138,0.374131,0.3961850643979974,3527.670993195453,1.322734161679882,0,52.0
2018-08-22,32,43451,506,Employed,High School,14,9077,36,Widowed,0,Rent,564,0.0995242227534924,2,2,0.2942756747702839,0,Other,0,23,1,1218,7400,58686,11575,3620.9166666666665,0.7059163665411841,5,47111,0.2410769999999999,0.2465643931734781,359.25265225918326,0.2549776029806034,0,56.0
2018-08-23,65,23881,599,Employed,High School,43,17067,60,0,4,Own,678,0.1846329506343811,1,1,0.4103191980213574,0,Auto,0,23,26,22121,3206,38426,91806,1990.0833333333333,0.5809631132959967,4,5423,0.222567,0.2192841806674495,470.677622043141,0.5772007648137722,0,57.0
2018-08-24,47,44248,550,Self-Employed,High School,24,21565,36,0,2,Rent,499,0.2125094044867889,5,0,0.2248814925018989,0,Debt Consolidation,0,28,12,41840,1886,70635,20206,3687.3333333333335,0.8720245133095422,5,50429,0.231565,0.2325997326288069,837.6999919731885,0.3625112977688994,0,54.0
2018-08-28,50,43208,564,Employed,High School,26,13574,84,1,3,Other,361,0.7222491660505085,4,1,0.3408269936918299,0,Debt Consolidation,0,33,6,2108,678,23314,73184,3600.6666666666665,0.7910425277768346,3,2671,0.2565739999999999,0.2052591999999999,305.74013303204976,0.1851713015271384,0,59.0
2018-09-04,34,25096,602,Employed,High School,14,9999,96,0,3,Mortgage,312,0.019379253449884,1,0,0.4168513557997069,0,Education,1,28,24,4662,1263,146709,21671,2091.333333333333,0.7724700101739357,1,125038,0.243999,0.2091181327784685,215.23157641023727,0.2521030808464634,0,56.0
2018-09-11,52,20071,565,Employed,High School,28,12684,36,1,0,Rent,484,0.3345689133513748,3,2,0.1793966740372757,0,Education,0,33,7,6135,440,93068,38320,1672.5833333333333,0.8227522521140915,9,54748,0.215184,0.2478332295249719,502.8612117281425,0.59002214841003,0,51.0
2018-09-22,36,15000,575,Employed,High School,16,16449,12,1,1,Mortgage,195,0.272116971226163,4,0,0.0732499625221535,0,Other,0,26,29,587,1172,69490,143736,1250.0,0.6566031594823903,2,7278,0.193949,0.2156286869915251,1536.0755099871574,1.384860407989726,0,52.0
2018-09-25,22,28842,462,Employed,High School,1,23503,120,0,2,Rent,255,0.4089824110262728,7,0,0.294992690597753,0,Auto,0,23,28,2048,1157,37410,12303,2403.5,0.6248431898887868,10,25107,0.347503,0.3342798432008018,679.8636346165658,0.3889592821371191,0,55.0
2018-09-28,57,26541,617,Employed,High School,35,28122,48,0,0,Mortgage,410,0.1124610557166761,2,2,0.1188167612684841,0,Auto,0,16,26,3388,79,117767,50710,2211.75,0.8729774658903148,7,67057,0.214622,0.2277465617103876,897.8830168969167,0.5913340191689461,0,46.0
2018-09-29,22,19683,578,Employed,High School,0,16797,96,1,1,Own,339,0.1260465500160707,3,0,0.0771145970808973,0,Home,1,20,21,1128,1296,17621,28738,1640.25,0.8766508953485161,8,10776,0.262797,0.2606824604320592,417.99943161577096,0.4615146664324164,0,57.0
2018-10-02,28,42043,521,Employed,High School,6,28140,108,1,0,Rent,470,0.2018527604178917,2,0,0.1170376016754305,0,Debt Consolidation,0,16,14,2373,6029,13431,47593,3503.583333333333,0.8428359877314809,4,1357,0.31264,0.375168,912.6040172290128,0.3946256976606843,0,51.0
2018-10-11,25,15000,534,Employed,High School,3,19820,60,0,3,Rent,497,0.2521240615512209,1,1,0.238207171545896,0,Auto,0,32,20,2582,994,61743,14099,1250.0,0.7593092150133092,5,47644,0.25782,0.2720351532387511,607.62338270566,0.883698706164528,0,54.0
2018-10-12,65,49341,631,Employed,High School,38,33548,36,1,0,Rent,487,0.4093688560680847,3,1,0.256680767691853,0,Debt Consolidation,0,19,18,4896,923,81454,42926,4111.75,0.6523812042566864,3,38528,0.203048,0.1871963937889114,1224.9859443725545,0.4163643082319097,0,51.0
2018-10-17,32,86245,445,Employed,High School,12,17018,48,0,4,Mortgage,581,0.2073829611612442,6,0,0.1973897536046715,0,Auto,0,23,23,2432,722,22024,25797,7187.083333333333,0.5837947833040332,6,4917,0.289518,0.2876266033449668,600.563879460074,0.1644010267670113,1,39.2
2018-10-24,50,22787,627,Employed,High School,25,20061,60,1,0,Own,328,0.3564726380008286,3,1,0.217880109749415,0,Home,0,24,27,3563,2273,109630,150658,1898.9166666666667,0.7993845346113443,8,2918,0.211561,0.1874472358052462,517.5796301991437,0.4452958073633968,0,51.0
2018-10-25,43,30579,571,Employed,High School,16,53420,120,1,0,Rent,533,0.2083471981414053,0,1,0.583125688062165,0,Auto,0,32,16,2158,380,19003,7544,2548.25,0.5655496263426415,3,11459,0.32292,0.331470268244615,1533.908182542251,0.8111088717913277,0,59.0
2018-10-26,49,15004,583,Employed,High School,26,44032,84,1,0,Mortgage,675,0.280954010848542,5,1,0.1992477321663434,0,Debt Consolidation,0,28,24,1308,1581,28871,55539,1250.3333333333333,0.9844500284381046,5,2329,0.277532,0.294125901649903,1241.6603002788877,1.5329194616999902,0,52.0
2018-10-29,33,18391,552,Employed,High School,9,9769,96,0,4,Mortgage,423,0.1186474028636012,2,1,0.3182220476329784,0,Home,0,28,19,1101,2000,33399,1830,1532.5833333333333,0.780627477913446,5,31569,0.268769,0.2650353664673743,245.9651112984855,0.4364950973618523,0,55.0
2018-11-02,41,40358,619,Employed,High School,16,10669,60,Divorced,4,Rent,367,0.0315061591924497,2,1,0.4605800971978807,0,Auto,0,28,8,2366,529,66332,6591,3363.1666666666665,0.7168671103488802,9,59741,0.206169,0.2249866953285365,297.69907729913893,0.1976408376923947,0,52.0
2018-11-05,46,120353,511,Employed,High School,24,24013,72,Divorced,3,Mortgage,624,0.1824098903467016,2,1,0.0253773080144832,0,Debt Consolidation,0,20,9,1280,957,22872,42977,10029.416666666666,0.6048642071422698,4,3694,0.283513,0.2885207972970849,704.7348598037065,0.1324837629111404,0,48.0
2018-11-07,37,57679,403,Employed,High School,18,18371,72,0,3,Rent,1535,0.3055366930825166,3,2,0.4922112349789661,0,Auto,0,27,11,2748,515,39359,11556,4806.583333333333,0.8660120355369358,6,27803,0.3318709999999999,0.3420474117281415,603.405047400608,0.4448908713536521,0,56.0
2018-11-15,43,37703,467,Employed,High School,23,8927,120,1,0,Mortgage,287,0.2880022605505948,5,0,0.124280721839298,0,Auto,0,27,25,3812,1290,466949,11555,3141.9166666666665,0.977857854384524,4,455394,0.330427,0.3611113975204496,276.5175786421756,0.1793547182904837,0,45.0
2018-11-16,38,141114,544,Employed,High School,13,25539,48,1,2,Mortgage,297,0.124301353385056,3,0,0.1239223628232075,0,Other,0,20,4,5958,8004,32142,4438,11759.5,0.6128015682663289,2,27704,0.248539,0.2310216506435777,819.9927339100783,0.0949864138704943,1,40.0
2018-11-17,41,34960,545,Employed,High School,21,36928,48,1,4,Other,721,0.0353922648993501,0,1,0.2740584170935937,0,Debt Consolidation,0,18,1,23215,289,39792,38466,2913.333333333333,0.9400174162669168,9,1326,0.259428,0.282012851234498,1291.2768322541665,0.6907128714831234,0,56.0
2018-11-21,27,19399,546,Employed,High School,5,32442,48,0,3,Own,133,0.4219135727670613,1,1,0.210766332448918,0,Debt Consolidation,0,28,13,1713,7180,44361,44451,1616.5833333333333,0.9469572999286,4,2484,0.254442,0.2125494484223307,1009.0430294606464,0.7064547839335923,0,55.0
2018-11-22,25,62204,380,Employed,High School,1,14467,120,1,1,Rent,243,0.2543968335126259,0,3,0.5803476360700166,0,Debt Consolidation,0,21,24,2205,432,203821,14663,5183.666666666667,0.6993252214931645,9,189158,0.379467,0.4190290679020737,513.5265510648755,0.1459442899617147,0,54.0
2018-11-24,49,46181,585,Self-Employed,High School,24,32753,72,0,4,Own,374,0.5519372322275713,4,2,0.5366026434971638,0,Auto,0,17,26,2437,643,209751,90750,3848.4166666666665,0.843947254017618,3,119001,0.255253,0.2731377801694712,929.3381649288306,0.3386686728123247,0,59.0
2018-11-26,47,25914,438,Unemployed,High School,27,25725,24,1,0,Other,305,0.7258218111091438,1,2,0.2868648102361215,0,Home,1,20,17,3581,700,49934,46267,2159.5,0.763478245796253,8,3667,0.281725,0.2897379707815786,1424.8034374077724,0.8010203461022332,0,65.0
2018-12-01,51,74246,583,Employed,High School,27,26795,48,1,1,Rent,349,0.1566336915348754,3,1,0.3097615786511166,0,Debt Consolidation,0,28,12,5625,494,111694,7718,6187.166666666667,0.8859031712800359,4,103976,0.230295,0.2659444036420076,912.4393446261056,0.2038799684227199,0,49.0
2018-12-03,30,15000,498,Employed,High School,8,5936,60,Divorced,2,Rent,298,0.1611320821485574,1,1,0.2444117047102474,0,Home,1,24,13,1815,3157,175586,12525,1250.0,0.8020698218485134,4,163061,0.261936,0.2500394323387941,174.24317853876923,0.3777945428310154,0,55.0
2018-12-05,44,66790,596,Employed,High School,18,15671,72,0,0,Rent,558,0.1401565948611616,1,2,0.3994284639777543,1,Debt Consolidation,0,23,20,4065,1779,90708,66997,5565.833333333333,0.7480088531825277,2,23711,0.232671,0.2101507499706733,384.642207490596,0.1693622771356064,0,65.0
